McTavish,Bellevue,Assomption,Trudeau,StHubert,date
25,7,20,6,12,2017-07-25
0,0,0,0,0,2017-07-26
0,15,0,0,0,2017-07-27
0,0,0,0,0,2017-07-28
0,0,0,0,0,2017-07-29
0,0,0,0,0,2017-07-30
101,0,320,366,8,2017-07-31
3,0,0,0,0,2017-08-01
40,0,50,0,84,2017-08-02
2,0,0,0,0,2017-08-03
104,90,10,284,174,2017-08-04
93,18,30,61,58,2017-08-05
0,0,0,0,0,2017-08-06
0,0,0,0,0,2017-08-07
0,0,0,2,0,2017-08-08
0,0,0,0,0,2017-08-09
0,0,0,0,0,2017-08-10
0,15,0,0,0,2017-08-11
46,39,110,40,33,2017-08-12
15,7,10,6,10,2017-08-13
0,0,0,0,0,2017-08-14
53,54,20,57,66,2017-08-15
0,0,0,0,0,2017-08-16
0,0,0,0,0,2017-08-17
103,113,120,126,85,2017-08-18
0,0,11,0,0,2017-08-19
0,0,0,0,0,2017-08-20
0,0,0,0,0,2017-08-21
102,116,170,68,157,2017-08-22
0,0,0,0,0,2017-08-23
0,0,0,0,0,2017-08-24
0,0,0,0,0,2017-08-25
0,0,0,0,0,2017-08-26
0,0,0,0,0,2017-08-27
0,0,0,0,0,2017-08-28
2,0,0,0,0,2017-08-29
0,0,0,0,0,2017-08-30
2,0,10,3,10,2017-08-31
0,0,0,0,0,2017-09-01
0,0,0,0,0,2017-09-02
69,52,80,58,77,2017-09-03
14,22,30,15,17,2017-09-04
11,17,40,4,10,2017-09-05
0,0,0,0,2,2017-09-06
44,44,20,125,78,2017-09-07
0,0,0,3,0,2017-09-08
30,13,0,3,5,2017-09-09
0,0,0,0,0,2017-09-10
0,0,0,0,0,2017-09-11
0,0,0,0,0,2017-09-12
0,0,0,0,0,2017-09-13
0,0,0,0,0,2017-09-14
0,0,0,0,0,2017-09-15
0,0,0,2,0,2017-09-16
0,0,0,0,0,2017-09-17
0,0,0,0,0,2017-09-18
0,0,0,0,0,2017-09-19
0,0,0,0,0,2017-09-20
0,0,0,0,0,2017-09-21
0,0,0,0,0,2017-09-22
0,0,0,0,0,2017-09-23
0,0,0,0,0,2017-09-24
0,0,0,0,0,2017-09-25
0,0,0,0,0,2017-09-26
42,36,50,50,10,2017-09-27
0,0,0,0,0,2017-09-28
0,0,0,0,0,2017-09-29
0,0,0,0,0,2017-09-30
0,0,0,0,0,2017-10-01
0,0,0,0,0,2017-10-02
0,0,0,0,0,2017-10-03
41,28,60,21,42,2017-10-04
0,0,0,0,2,2017-10-05
0,0,0,0,0,2017-10-06
27,35,20,31,33,2017-10-07
35,51,120,41,106,2017-10-08
137,127,110,120,125,2017-10-09
0,0,0,0,0,2017-10-10
0,0,0,0,0,2017-10-11
0,0,0,0,0,2017-10-12
0,0,0,0,0,2017-10-13
0,0,0,0,4,2017-10-14
59,37,70,44,48,2017-10-15
0,0,0,0,0,2017-10-16
0,0,0,0,0,2017-10-17
0,0,0,0,0,2017-10-18
0,0,0,0,0,2017-10-19
0,0,0,0,0,2017-10-20
0,0,0,0,0,2017-10-21
0,0,0,0,0,2017-10-22
0,0,0,0,0,2017-10-23
160,133,141,145,75,2017-10-24
2,0,10,0,2,2017-10-25
19,14,20,9,22,2017-10-26
0,0,0,0,2,2017-10-27
0,0,0,0,0,2017-10-28
60,67,80,69,51,2017-10-29
34,23,50,28,30,2017-10-30
0,0,0,0,8,2017-10-31
4,3,6,7,2,2018-05-01
0,0,23,0,0,2018-05-02
80,37,43,55,64,2018-05-03
85,27,15,34,40,2018-05-04
0,0,21,0,0,2018-05-05
0,0,7,0,0,2018-05-06
0,0,0,0,0,2018-05-07
0,0,0,0,0,2018-05-08
0,0,9,0,0,2018-05-09
0,0,24,0,2,2018-05-10
0,0,0,0,0,2018-05-11
0,0,6,0,0,2018-05-12
0,0,8,0,0,2018-05-13
0,0,2,0,0,2018-05-14
4,6,6,3,8,2018-05-15
0,0,0,0,0,2018-05-16
0,0,0,0,0,2018-05-17
0,0,5,0,0,2018-05-18
49,25,41,43,52,2018-05-19
70,76,48,71,68,2018-05-20
0,0,5,0,0,2018-05-21
9,17,5,14,43,2018-05-22
0,0,8,0,0,2018-05-23
0,0,8,0,0,2018-05-24
0,0,0,0,0,2018-05-25
31,103,43,51,28,2018-05-26
10,0,24,2,50,2018-05-27
6,0,36,12,63,2018-05-28
0,0,4,0,2,2018-05-29
0,0,7,0,0,2018-05-30
0,0,0,0,0,2018-05-31
8,0,29,0,5,2018-06-01
0,0,0,0,0,2018-06-02
0,21,0,0,0,2018-06-03
52,71,32,40,40,2018-06-04
17,5,5,0,4,2018-06-05
0,4,0,0,0,2018-06-06
0,0,0,0,0,2018-06-07
0,0,5,0,114,2018-06-08
0,0,4,0,0,2018-06-09
0,0,2,0,0,2018-06-10
0,0,6,0,0,2018-06-11
0,0,5,0,0,2018-06-12
17,30,64,19,14,2018-06-13
64,53,47,78,22,2018-06-14
2,0,2,0,0,2018-06-15
0,0,4,0,0,2018-06-16
0,0,2,0,0,2018-06-17
103,44,135,96,220,2018-06-18
0,0,2,0,0,2018-06-19
0,8,5,0,8,2018-06-20
0,0,8,0,0,2018-06-21
0,0,5,0,0,2018-06-22
7,20,58,10,10,2018-06-23
36,29,32,15,44,2018-06-24
0,0,2,0,0,2018-06-25
0,0,4,0,0,2018-06-26
7,8,6,4,14,2018-06-27
13,5,6,8,7,2018-06-28
0,0,3,0,0,2018-06-29
0,22,4,58,0,2018-06-30
0,0,6,0,0,2018-07-01
0,0,13,0,0,2018-07-02
0,0,2,0,0,2018-07-03
0,0,5,0,0,2018-07-04
0,0,4,0,0,2018-07-05
32,0,46,0,25,2018-07-06
0,0,3,0,0,2018-07-07
0,0,0,0,0,2018-07-08
0,0,0,0,0,2018-07-09
2,0,14,0,15,2018-07-10
0,0,3,0,0,2018-07-11
0,0,5,0,0,2018-07-12
0,0,4,0,0,2018-07-13
0,0,6,0,2,2018-07-14
0,0,4,0,0,2018-07-15
0,0,3,0,0,2018-07-16
244,233,102,315,86,2018-07-17
0,0,5,0,0,2018-07-18
0,0,3,0,0,2018-07-19
0,0,4,0,0,2018-07-20
0,0,2,0,0,2018-07-21
24,33,44,22,10,2018-07-22
0,0,0,0,0,2018-07-23
12,0,3,0,10,2018-07-24
278,54,325,199,183,2018-07-25
9,5,66,224,13,2018-07-26
0,0,3,0,0,2018-07-27
37,118,8,14,43,2018-07-28
0,0,7,0,0,2018-07-29
0,0,8,0,0,2018-07-30
0,0,3,0,0,2018-07-31
73,0,3,34,63,2018-08-01
3,0,7,3,18,2018-08-02
0,0,3,0,0,2018-08-03
4,106,6,17,5,2018-08-04
0,0,6,0,0,2018-08-05
9,176,0,79,7,2018-08-06
5,7,22,5,5,2018-08-07
13,24,14,19,30,2018-08-08
17,95,66,22,12,2018-08-09
0,0,4,0,0,2018-08-10
0,0,8,0,0,2018-08-11
9,0,9,0,0,2018-08-12
0,0,9,0,0,2018-08-13
37,0,6,75,0,2018-08-14
10,0,5,6,0,2018-08-15
0,0,5,0,0,2018-08-16
32,9,37,17,33,2018-08-17
0,0,6,0,0,2018-08-18
0,0,4,0,0,2018-08-19
2,0,7,0,0,2018-08-20
0,1,14,2,2,2018-08-21
10,2,9,2,8,2018-08-22
0,0,4,2,0,2018-08-23
0,0,4,0,0,2018-08-24
0,0,6,0,0,2018-08-25
45,16,0,108,38,2018-08-26
0,0,6,2,2,2018-08-27
89,2,100,44,56,2018-08-28
5,21,25,13,8,2018-08-29
0,0,8,2,0,2018-08-30
0,0,3,0,0,2018-08-31
4,0,2,0,0,2018-09-01
49,60,267,69,152,2018-09-02
59,81,104,33,112,2018-09-03
0,0,6,2,0,2018-09-04
3,0,33,8,8,2018-09-05
0,0,9,0,0,2018-09-06
0,0,103,0,0,2018-09-07
0,0,0,0,0,2018-09-08
0,0,0,0,0,2018-09-09
72,106,56,101,85,2018-09-10
64,45,49,60,83,2018-09-11
0,0,0,0,0,2018-09-12
0,0,0,0,0,2018-09-13
0,0,0,0,2,2018-09-14
0,0,0,0,0,2018-09-15
2,0,0,0,0,2018-09-16
0,0,0,0,0,2018-09-17
0,0,0,2,0,2018-09-18
0,0,0,2,0,2018-09-19
0,0,0,0,0,2018-09-20
192,180,144,143,147,2018-09-21
2,0,0,2,0,2018-09-22
0,0,0,0,0,2018-09-23
0,0,0,2,0,2018-09-24
27,36,52,25,43,2018-09-25
46,30,22,26,16,2018-09-26
2,0,0,2,0,2018-09-27
0,14,0,3,2,2018-09-28
7,8,10,7,2,2018-09-29
2,9,0,2,2,2018-09-30
4,7,0,7,7,2018-10-01
34,25,21,30,33,2018-10-02
0,0,0,0,0,2018-10-03
12,23,29,16,12,2018-10-04
2,0,0,0,0,2018-10-05
0,0,0,0,0,2018-10-06
0,2,0,0,2,2018-10-07
113,37,17,83,131,2018-10-08
51,46,3,55,64,2018-10-09
63,24,37,21,52,2018-10-10
37,28,23,28,45,2018-10-11
3,0,2,0,0,2018-10-12
0,0,0,0,0,2018-10-13
3,0,0,2,0,2018-10-14
19,19,22,15,20,2018-10-15
0,0,0,2,0,2018-10-16
0,0,0,0,2,2018-10-17
0,0,0,0,0,2018-10-18
0,0,0,0,0,2018-10-19
0,10,4,5,10,2018-10-20
0,0,0,0,0,2018-10-21
0,0,0,0,0,2018-10-22
0,0,0,0,2,2018-10-23
11,3,5,5,12,2018-10-24
0,0,0,0,0,2018-10-25
0,0,0,0,0,2018-10-26
55,30,27,38,50,2018-10-27
21,22,26,13,13,2018-10-28
3,4,10,5,5,2018-10-29
0,0,0,0,0,2018-10-30
28,29,34,22,23,2018-10-31
47,41,28,34,42,2019-05-01
19,12,13,11,15,2019-05-02
19,16,25,21,25,2019-05-03
2,0,0,2,0,2019-05-04
0,0,0,0,0,2019-05-05
0,0,0,0,0,2019-05-06
3,0,0,0,0,2019-05-07
0,0,0,0,0,2019-05-08
77,33,68,57,62,2019-05-09
103,87,70,88,76,2019-05-10
2,0,0,0,0,2019-05-11
0,0,0,0,0,2019-05-12
18,22,0,9,5,2019-05-13
32,39,32,27,23,2019-05-14
2,0,0,0,0,2019-05-15
0,0,0,0,0,2019-05-16
3,7,0,3,5,2019-05-17
0,0,0,2,0,2019-05-18
23,32,25,27,25,2019-05-19
44,5,49,53,48,2019-05-20
0,0,3,2,0,2019-05-21
0,0,0,2,0,2019-05-22
121,55,197,98,107,2019-05-23
9,5,12,9,14,2019-05-24
0,1,7,2,2,2019-05-25
3,2,21,3,5,2019-05-26
0,0,0,0,0,2019-05-27
3,3,0,8,8,2019-05-28
0,1,0,2,0,2019-05-29
7,6,10,12,10,2019-05-30
2,2,0,5,5,2019-05-31
0,0,0,0,0,2019-06-01
33,16,27,31,23,2019-06-02
0,0,0,0,0,2019-06-03
0,0,0,0,0,2019-06-04
0,0,0,0,0,2019-06-05
0,0,0,0,0,2019-06-06
0,0,0,0,0,2019-06-07
0,0,2,0,0,2019-06-08
0,0,0,0,0,2019-06-09
0,3,0,9,0,2019-06-10
96,65,73,145,80,2019-06-11
0,0,0,0,0,2019-06-12
17,5,0,8,8,2019-06-13
45,18,50,33,17,2019-06-14
48,17,36,25,55,2019-06-15
0,0,2,0,0,2019-06-16
0,0,0,0,0,2019-06-17
0,0,0,0,0,2019-06-18
0,0,0,0,0,2019-06-19
128,33,8,18,192,2019-06-20
0,0,0,0,2,2019-06-21
0,0,0,0,0,2019-06-22
0,0,0,0,0,2019-06-23
0,0,0,0,0,2019-06-24
94,54,41,114,48,2019-06-25
0,0,5,0,0,2019-06-26
0,1,0,3,0,2019-06-27
0,0,0,0,0,2019-06-28
15,36,31,97,179,2019-06-29
125,37,84,31,174,2019-06-30
0,0,0,0,0,2019-07-01
0,0,0,0,0,2019-07-02
0,0,0,0,0,2019-07-03
0,0,0,0,0,2019-07-04
3,10,53,25,8,2019-07-05
10,5,29,0,48,2019-07-06
0,0,0,0,0,2019-07-07
0,0,0,0,0,2019-07-08
0,0,0,0,0,2019-07-09
0,0,0,0,0,2019-07-10
250,90,261,138,337,2019-07-11
0,0,0,0,0,2019-07-12
19,3,70,0,10,2019-07-13
12,1,2,0,0,2019-07-14
0,0,0,0,0,2019-07-15
0,0,0,0,0,2019-07-16
0,1,128,0,0,2019-07-17
0,0,0,0,0,2019-07-18
13,16,41,39,10,2019-07-19
0,0,0,0,0,2019-07-20
0,12,22,0,156,2019-07-21
0,0,0,0,0,2019-07-22
0,0,0,0,0,2019-07-23
0,0,0,0,0,2019-07-24
0,0,4,0,0,2019-07-25
0,1,0,2,0,2019-07-26
0,2,5,0,28,2019-07-27
0,5,0,15,0,2019-07-28
0,0,0,0,0,2019-07-29
0,2,72,0,20,2019-07-30
0,0,2,0,2,2019-07-31
0,0,0,0,0,2019-08-01
0,0,0,0,0,2019-08-02
0,0,2,0,0,2019-08-03
0,1,0,2,0,2019-08-04
0,0,0,0,0,2019-08-05
0,0,0,0,0,2019-08-06
2,0,5,0,2,2019-08-07
28,30,3,58,80,2019-08-08
34,25,56,58,20,2019-08-09
2,1,23,2,5,2019-08-10
0,0,0,0,0,2019-08-11
10,8,18,18,5,2019-08-12
0,0,0,0,0,2019-08-13
0,0,0,0,0,2019-08-14
6,1,0,0,0,2019-08-15
14,2,2,0,5,2019-08-16
189,33,0,37,13,2019-08-17
0,0,0,0,0,2019-08-18
0,0,0,0,2,2019-08-19
0,0,0,0,0,2019-08-20
33,15,6,23,50,2019-08-21
0,0,0,0,2,2019-08-22
0,0,0,0,0,2019-08-23
0,0,0,0,0,2019-08-24
0,0,0,0,0,2019-08-25
0,1,0,2,0,2019-08-26
0,0,0,0,0,2019-08-27
73,63,63,68,48,2019-08-28
0,0,0,0,0,2019-08-29
42,52,52,97,38,2019-08-30
0,0,0,0,0,2019-08-31
0,1,1,0,2,2019-09-01
94,81,81,72,97,2019-09-02
11,13,13,23,4,2019-09-03
128,104,104,158,68,2019-09-04
0,1,1,2,0,2019-09-05
0,0,0,0,0,2019-09-06
72,72,72,92,120,2019-09-07
12,6,6,0,7,2019-09-08
0,0,0,0,0,2019-09-09
23,21,21,19,20,2019-09-10
17,13,13,33,20,2019-09-11
0,0,0,0,0,2019-09-12
0,0,0,0,0,2019-09-13
38,29,29,49,27,2019-09-14
0,0,0,0,0,2019-09-15
0,0,0,0,0,2019-09-16
0,0,0,0,0,2019-09-17
0,0,0,0,0,2019-09-18
0,0,0,0,0,2019-09-19
0,0,0,0,0,2019-09-20
4,1,1,2,0,2019-09-21
0,0,0,0,0,2019-09-22
12,14,14,20,17,2019-09-23
0,1,1,3,0,2019-09-24
12,4,4,2,0,2019-09-25
64,61,61,48,70,2019-09-26
0,1,1,2,2,2019-09-27
30,29,29,35,23,2019-09-28
2,1,1,2,0,2019-09-29
0,2,2,0,5,2019-09-30
280,331,331,303,410,2019-10-01
2,1,1,2,0,2019-10-02
26,24,24,28,17,2019-10-03
23,21,21,20,20,2019-10-04
0,1,1,2,0,2019-10-05
0,1,1,0,2,2019-10-06
58,54,54,56,50,2019-10-07
3,1,1,2,0,2019-10-08
0,0,0,0,0,2019-10-09
0,0,0,0,0,2019-10-10
0,0,0,0,0,2019-10-11
2,4,4,2,12,2019-10-12
3,1,1,2,0,2019-10-13
0,0,0,0,0,2019-10-14
0,1,1,2,0,2019-10-15
23,24,24,31,18,2019-10-16
166,159,159,152,161,2019-10-17
2,2,2,2,2,2019-10-18
0,0,0,0,0,2019-10-19
0,0,0,0,0,2019-10-20
0,0,0,0,0,2019-10-21
53,57,57,75,43,2019-10-22
87,81,81,53,105,2019-10-23
0,0,0,0,0,2019-10-24
0,0,0,0,0,2019-10-25
0,0,0,0,0,2019-10-26
148,139,139,150,121,2019-10-27
4,2,2,2,2,2019-10-28
0,1,1,0,2,2019-10-29
