McTavish,Bellevue,Assomption,Trudeau,StHubert,date
25,7,20,7,12,2017-07-25
0,0,0,0,0,2017-07-26
0,15,0,0,0,2017-07-27
0,0,0,0,0,2017-07-28
0,0,0,0,0,2017-07-29
0,0,0,0,0,2017-07-30
101,0,255,366,8,2017-07-31
3,0,0,0,0,2017-08-01
40,0,50,0,84,2017-08-02
2,0,0,0,0,2017-08-03
100,87,10,279,176,2017-08-04
66,22,30,40,48,2017-08-05
0,0,0,0,0,2017-08-06
0,0,0,0,0,2017-08-07
0,0,0,2,0,2017-08-08
0,0,0,0,0,2017-08-09
0,0,0,0,0,2017-08-10
0,15,0,0,0,2017-08-11
58,39,110,43,43,2017-08-12
15,7,10,6,10,2017-08-13
0,0,0,0,0,2017-08-14
57,83,20,69,60,2017-08-15
0,0,0,0,0,2017-08-16
0,0,0,0,0,2017-08-17
172,155,80,175,145,2017-08-18
0,0,11,0,0,2017-08-19
0,0,0,0,0,2017-08-20
0,0,0,0,0,2017-08-21
102,80,170,68,159,2017-08-22
0,0,0,0,0,2017-08-23
0,0,0,0,0,2017-08-24
0,0,0,0,0,2017-08-25
0,0,0,0,0,2017-08-26
0,0,0,0,0,2017-08-27
0,0,0,0,0,2017-08-28
2,0,0,0,0,2017-08-29
0,0,0,0,0,2017-08-30
2,0,10,5,20,2017-08-31
0,0,0,0,0,2017-09-01
0,0,0,0,0,2017-09-02
91,74,130,69,95,2017-09-03
14,17,20,9,15,2017-09-04
11,20,50,6,10,2017-09-05
0,0,0,0,2,2017-09-06
55,46,20,127,83,2017-09-07
0,0,0,3,0,2017-09-08
38,15,0,3,5,2017-09-09
0,0,0,0,0,2017-09-10
0,0,0,0,0,2017-09-11
0,0,0,0,0,2017-09-12
0,0,0,0,0,2017-09-13
0,0,0,0,0,2017-09-14
0,0,0,0,0,2017-09-15
0,0,0,2,0,2017-09-16
0,0,0,0,0,2017-09-17
0,0,0,0,0,2017-09-18
0,0,0,0,0,2017-09-19
0,0,0,0,0,2017-09-20
0,0,0,0,0,2017-09-21
0,0,0,0,0,2017-09-22
0,0,0,0,0,2017-09-23
0,0,0,0,0,2017-09-24
0,0,0,0,0,2017-09-25
0,0,0,0,0,2017-09-26
42,36,50,50,10,2017-09-27
0,0,0,0,0,2017-09-28
0,0,0,0,0,2017-09-29
0,0,0,0,0,2017-09-30
0,0,0,0,0,2017-10-01
0,0,0,0,0,2017-10-02
0,0,0,0,0,2017-10-03
58,52,100,39,52,2017-10-04
0,0,0,0,2,2017-10-05
0,0,0,0,0,2017-10-06
30,35,30,31,38,2017-10-07
53,51,91,50,98,2017-10-08
204,156,120,175,167,2017-10-09
0,0,0,0,0,2017-10-10
0,0,0,0,0,2017-10-11
0,0,0,0,0,2017-10-12
0,0,0,0,0,2017-10-13
0,0,0,0,4,2017-10-14
64,42,70,46,56,2017-10-15
0,0,0,0,0,2017-10-16
0,0,0,0,0,2017-10-17
0,0,0,0,0,2017-10-18
0,0,0,0,0,2017-10-19
0,0,0,0,0,2017-10-20
0,0,0,0,0,2017-10-21
0,0,0,0,0,2017-10-22
0,0,0,0,0,2017-10-23
216,140,211,178,82,2017-10-24
2,0,10,0,2,2017-10-25
21,14,30,18,32,2017-10-26
0,0,0,0,2,2017-10-27
0,0,0,0,0,2017-10-28
55,83,110,73,45,2017-10-29
38,25,60,31,31,2017-10-30
0,0,0,0,8,2017-10-31
4,3,11,7,2,2018-05-01
0,0,17,0,0,2018-05-02
112,68,56,93,86,2018-05-03
85,30,19,36,40,2018-05-04
0,0,11,0,0,2018-05-05
0,0,7,0,0,2018-05-06
0,0,0,0,0,2018-05-07
0,0,0,0,0,2018-05-08
0,0,9,0,0,2018-05-09
0,0,24,0,2,2018-05-10
0,0,0,0,0,2018-05-11
0,0,6,0,0,2018-05-12
0,0,8,0,0,2018-05-13
0,0,2,0,0,2018-05-14
4,4,6,3,8,2018-05-15
0,0,0,0,0,2018-05-16
0,0,0,0,0,2018-05-17
0,0,5,0,0,2018-05-18
49,30,41,43,52,2018-05-19
76,84,73,78,70,2018-05-20
0,0,5,0,0,2018-05-21
11,17,5,14,23,2018-05-22
0,0,8,0,0,2018-05-23
0,0,8,0,0,2018-05-24
0,0,0,0,0,2018-05-25
38,123,45,66,36,2018-05-26
10,0,29,2,44,2018-05-27
6,0,36,12,63,2018-05-28
0,0,4,0,2,2018-05-29
0,0,7,0,0,2018-05-30
0,0,0,0,0,2018-05-31
8,0,29,0,5,2018-06-01
0,0,0,0,0,2018-06-02
0,21,0,0,0,2018-06-03
65,90,42,64,55,2018-06-04
19,5,9,0,4,2018-06-05
0,4,0,0,0,2018-06-06
0,0,0,0,0,2018-06-07
0,0,5,0,116,2018-06-08
0,0,4,0,0,2018-06-09
0,0,2,0,0,2018-06-10
0,0,6,0,0,2018-06-11
0,0,5,0,0,2018-06-12
24,32,90,27,20,2018-06-13
64,57,47,83,22,2018-06-14
2,0,2,0,0,2018-06-15
0,0,4,0,0,2018-06-16
0,0,2,0,0,2018-06-17
103,44,135,98,220,2018-06-18
0,0,2,0,0,2018-06-19
0,8,5,0,8,2018-06-20
0,0,8,0,0,2018-06-21
0,0,5,0,0,2018-06-22
4,25,68,18,13,2018-06-23
36,29,31,28,74,2018-06-24
0,0,2,0,0,2018-06-25
0,0,5,0,0,2018-06-26
7,8,6,4,14,2018-06-27
13,7,9,8,7,2018-06-28
0,0,3,0,0,2018-06-29
0,33,4,58,0,2018-06-30
0,0,6,0,0,2018-07-01
0,0,13,0,0,2018-07-02
0,0,2,0,0,2018-07-03
0,0,5,0,0,2018-07-04
0,0,4,0,0,2018-07-05
32,0,31,0,25,2018-07-06
0,0,3,0,0,2018-07-07
0,0,0,0,0,2018-07-08
0,0,0,0,0,2018-07-09
2,0,14,0,15,2018-07-10
0,0,3,0,0,2018-07-11
0,0,5,0,0,2018-07-12
0,0,4,0,0,2018-07-13
0,0,8,0,2,2018-07-14
0,0,4,0,0,2018-07-15
0,0,5,0,0,2018-07-16
255,240,135,315,119,2018-07-17
0,0,5,0,0,2018-07-18
0,0,3,0,0,2018-07-19
0,0,4,0,0,2018-07-20
0,0,2,0,0,2018-07-21
24,33,52,22,10,2018-07-22
0,0,0,0,0,2018-07-23
12,0,6,0,10,2018-07-24
307,74,379,220,183,2018-07-25
9,5,53,222,18,2018-07-26
0,0,3,0,0,2018-07-27
37,120,8,12,43,2018-07-28
0,0,7,0,0,2018-07-29
0,0,8,0,0,2018-07-30
0,0,6,0,0,2018-07-31
73,0,3,34,63,2018-08-01
3,0,7,3,20,2018-08-02
0,0,3,0,0,2018-08-03
4,106,7,17,5,2018-08-04
0,0,6,0,0,2018-08-05
9,176,0,79,7,2018-08-06
5,11,16,7,5,2018-08-07
16,20,14,19,38,2018-08-08
19,95,68,24,19,2018-08-09
0,0,4,0,0,2018-08-10
0,0,10,0,0,2018-08-11
9,0,15,0,0,2018-08-12
0,0,9,0,0,2018-08-13
37,0,6,75,0,2018-08-14
10,0,8,6,0,2018-08-15
0,0,5,0,0,2018-08-16
21,17,37,17,28,2018-08-17
0,0,6,0,0,2018-08-18
0,0,7,0,0,2018-08-19
2,0,7,0,0,2018-08-20
0,1,14,2,2,2018-08-21
16,2,9,2,8,2018-08-22
0,0,4,2,0,2018-08-23
0,0,4,0,0,2018-08-24
0,0,6,0,0,2018-08-25
45,16,0,108,38,2018-08-26
0,0,6,2,2,2018-08-27
89,2,195,44,64,2018-08-28
5,15,25,13,8,2018-08-29
0,0,8,2,0,2018-08-30
0,0,6,0,0,2018-08-31
4,0,2,0,0,2018-09-01
51,60,278,69,197,2018-09-02
59,81,123,33,112,2018-09-03
0,0,6,2,0,2018-09-04
5,0,36,10,10,2018-09-05
0,0,9,0,0,2018-09-06
0,0,103,0,0,2018-09-07
0,0,0,0,0,2018-09-08
0,0,0,0,0,2018-09-09
81,133,56,109,90,2018-09-10
105,61,74,107,117,2018-09-11
0,0,0,0,0,2018-09-12
0,0,0,0,0,2018-09-13
0,0,0,0,2,2018-09-14
0,0,0,0,0,2018-09-15
2,0,0,0,0,2018-09-16
0,0,0,0,0,2018-09-17
0,0,0,2,0,2018-09-18
0,0,0,2,0,2018-09-19
0,0,0,0,0,2018-09-20
190,202,171,148,101,2018-09-21
2,0,0,2,0,2018-09-22
0,0,0,0,0,2018-09-23
0,0,0,2,0,2018-09-24
40,37,62,29,48,2018-09-25
46,35,22,26,21,2018-09-26
2,0,0,2,0,2018-09-27
0,14,0,3,2,2018-09-28
4,12,7,7,2,2018-09-29
2,11,0,2,2,2018-09-30
4,9,0,7,7,2018-10-01
43,36,24,33,40,2018-10-02
0,0,0,0,0,2018-10-03
15,13,39,10,17,2018-10-04
2,0,0,0,0,2018-10-05
0,0,0,0,0,2018-10-06
0,2,0,0,4,2018-10-07
113,50,17,83,131,2018-10-08
51,46,3,55,64,2018-10-09
63,24,25,21,52,2018-10-10
40,28,33,28,50,2018-10-11
3,0,2,0,0,2018-10-12
0,0,0,0,0,2018-10-13
3,0,0,2,0,2018-10-14
25,32,33,25,20,2018-10-15
0,0,0,2,0,2018-10-16
0,0,0,0,2,2018-10-17
0,0,0,0,0,2018-10-18
0,0,0,0,0,2018-10-19
0,10,4,5,10,2018-10-20
0,0,0,0,0,2018-10-21
0,0,0,0,0,2018-10-22
0,0,0,0,2,2018-10-23
12,3,9,5,20,2018-10-24
0,0,0,0,0,2018-10-25
0,0,0,0,0,2018-10-26
63,32,39,44,58,2018-10-27
28,24,37,15,21,2018-10-28
4,6,12,7,5,2018-10-29
0,0,0,0,0,2018-10-30
34,36,41,30,31,2018-10-31
48,35,37,34,44,2019-05-01
22,12,13,11,15,2019-05-02
27,27,28,31,33,2019-05-03
2,0,0,2,0,2019-05-04
0,0,0,0,0,2019-05-05
0,0,0,0,0,2019-05-06
3,0,0,0,0,2019-05-07
0,0,0,0,0,2019-05-08
89,53,74,86,67,2019-05-09
105,99,84,101,78,2019-05-10
2,0,0,0,0,2019-05-11
0,0,0,0,0,2019-05-12
18,22,0,9,5,2019-05-13
39,53,40,39,31,2019-05-14
2,0,0,0,0,2019-05-15
0,0,0,0,0,2019-05-16
3,9,0,3,5,2019-05-17
0,0,0,2,0,2019-05-18
44,53,32,46,42,2019-05-19
44,5,49,53,48,2019-05-20
0,0,3,2,0,2019-05-21
0,0,0,2,0,2019-05-22
143,73,286,100,186,2019-05-23
11,5,22,6,12,2019-05-24
0,1,7,2,4,2019-05-25
3,2,21,3,5,2019-05-26
0,0,0,0,0,2019-05-27
3,8,0,15,10,2019-05-28
0,1,0,2,0,2019-05-29
7,7,13,12,10,2019-05-30
2,3,0,5,5,2019-05-31
0,0,0,0,0,2019-06-01
33,18,27,31,23,2019-06-02
0,0,0,0,0,2019-06-03
0,0,0,0,0,2019-06-04
0,0,0,0,0,2019-06-05
0,0,0,0,0,2019-06-06
0,0,0,0,0,2019-06-07
0,0,2,0,0,2019-06-08
0,0,0,0,0,2019-06-09
0,4,0,9,0,2019-06-10
164,92,125,151,108,2019-06-11
0,0,0,0,0,2019-06-12
11,3,0,6,8,2019-06-13
48,23,50,37,22,2019-06-14
65,30,59,42,57,2019-06-15
0,0,2,0,0,2019-06-16
0,0,0,0,0,2019-06-17
0,0,0,0,0,2019-06-18
0,0,0,0,0,2019-06-19
139,47,13,24,348,2019-06-20
0,0,0,0,2,2019-06-21
0,0,0,0,0,2019-06-22
0,0,0,0,0,2019-06-23
0,0,0,0,0,2019-06-24
105,71,41,124,58,2019-06-25
0,0,5,0,0,2019-06-26
0,1,0,3,0,2019-06-27
0,0,0,0,0,2019-06-28
17,61,44,126,179,2019-06-29
115,22,84,19,126,2019-06-30
0,0,0,0,0,2019-07-01
0,0,0,0,0,2019-07-02
0,0,0,0,0,2019-07-03
0,0,0,0,0,2019-07-04
3,13,53,27,10,2019-07-05
10,4,29,0,48,2019-07-06
0,0,0,0,0,2019-07-07
0,0,0,0,0,2019-07-08
0,0,0,0,0,2019-07-09
0,0,0,0,0,2019-07-10
279,108,274,138,352,2019-07-11
0,0,0,0,0,2019-07-12
22,3,44,0,12,2019-07-13
12,1,2,0,0,2019-07-14
0,0,0,0,0,2019-07-15
0,0,0,0,0,2019-07-16
0,1,128,0,0,2019-07-17
0,0,0,0,0,2019-07-18
13,20,41,39,10,2019-07-19
0,0,0,0,0,2019-07-20
0,10,24,0,156,2019-07-21
0,0,0,0,0,2019-07-22
0,0,0,0,0,2019-07-23
0,0,0,0,0,2019-07-24
0,0,4,0,0,2019-07-25
0,1,0,2,0,2019-07-26
0,2,5,0,28,2019-07-27
0,7,0,15,0,2019-07-28
0,0,0,0,0,2019-07-29
0,1,72,0,20,2019-07-30
0,0,2,0,2,2019-07-31
0,0,0,0,0,2019-08-01
0,0,0,0,0,2019-08-02
0,0,2,0,0,2019-08-03
0,1,0,2,0,2019-08-04
0,0,0,0,0,2019-08-05
0,0,0,0,0,2019-08-06
2,0,5,0,2,2019-08-07
28,38,3,63,85,2019-08-08
57,30,56,59,32,2019-08-09
2,2,23,4,7,2019-08-10
0,0,0,0,0,2019-08-11
10,10,21,18,5,2019-08-12
0,0,0,0,0,2019-08-13
0,0,0,0,0,2019-08-14
6,1,0,0,0,2019-08-15
14,2,2,0,7,2019-08-16
174,30,0,31,8,2019-08-17
0,0,0,0,0,2019-08-18
0,0,0,0,2,2019-08-19
0,0,0,0,0,2019-08-20
37,20,6,29,50,2019-08-21
0,0,0,0,2,2019-08-22
0,0,0,0,0,2019-08-23
0,0,0,0,0,2019-08-24
0,0,0,0,0,2019-08-25
0,1,0,2,0,2019-08-26
0,0,0,0,0,2019-08-27
92,79,79,73,73,2019-08-28
0,0,0,0,0,2019-08-29
70,77,77,107,56,2019-08-30
0,0,0,0,0,2019-08-31
0,1,1,0,2,2019-09-01
147,124,124,101,123,2019-09-02
11,13,13,23,4,2019-09-03
134,111,111,164,78,2019-09-04
0,1,1,2,0,2019-09-05
0,0,0,0,0,2019-09-06
72,72,72,92,120,2019-09-07
12,6,6,0,7,2019-09-08
0,0,0,0,0,2019-09-09
17,14,14,13,14,2019-09-10
19,24,24,34,20,2019-09-11
0,0,0,0,0,2019-09-12
0,0,0,0,0,2019-09-13
40,31,31,49,35,2019-09-14
0,0,0,0,0,2019-09-15
0,0,0,0,0,2019-09-16
0,0,0,0,0,2019-09-17
0,0,0,0,0,2019-09-18
0,0,0,0,0,2019-09-19
0,0,0,0,0,2019-09-20
4,1,1,2,0,2019-09-21
0,0,0,0,0,2019-09-22
21,25,25,25,29,2019-09-23
0,1,1,3,0,2019-09-24
18,6,6,2,0,2019-09-25
64,61,61,48,70,2019-09-26
0,1,1,2,2,2019-09-27
33,31,31,35,25,2019-09-28
2,1,1,2,0,2019-09-29
0,2,2,0,5,2019-09-30
401,435,435,422,481,2019-10-01
2,1,1,2,0,2019-10-02
26,24,24,28,17,2019-10-03
26,23,23,23,20,2019-10-04
0,1,1,2,0,2019-10-05
0,1,1,0,2,2019-10-06
76,73,73,67,78,2019-10-07
3,2,2,2,0,2019-10-08
0,0,0,0,0,2019-10-09
0,0,0,0,0,2019-10-10
0,0,0,0,0,2019-10-11
2,4,4,2,12,2019-10-12
3,2,2,2,0,2019-10-13
0,0,0,0,0,2019-10-14
0,1,1,2,0,2019-10-15
37,38,38,50,25,2019-10-16
230,221,221,222,213,2019-10-17
2,3,3,4,2,2019-10-18
0,0,0,0,0,2019-10-19
0,0,0,0,0,2019-10-20
0,0,0,0,0,2019-10-21
76,78,78,94,63,2019-10-22
122,109,109,80,127,2019-10-23
0,0,0,0,0,2019-10-24
0,0,0,0,0,2019-10-25
0,0,0,0,0,2019-10-26
168,158,158,172,136,2019-10-27
3,2,2,2,2,2019-10-28
0,1,1,0,2,2019-10-29
