McTavish,Bellevue,Assomption,Trudeau,StHubert,date
53,13,40,15,19,2017-07-25
0,0,0,0,0,2017-07-26
0,15,0,0,0,2017-07-27
0,0,0,0,0,2017-07-28
0,0,0,0,0,2017-07-29
0,0,0,0,0,2017-07-30
101,0,330,366,8,2017-07-31
3,0,0,0,0,2017-08-01
40,0,50,0,84,2017-08-02
2,0,0,0,0,2017-08-03
143,138,10,306,228,2017-08-04
146,46,60,115,93,2017-08-05
0,0,0,0,0,2017-08-06
0,0,0,0,0,2017-08-07
0,0,0,2,0,2017-08-08
0,0,0,0,0,2017-08-09
0,0,0,0,0,2017-08-10
0,15,0,0,0,2017-08-11
61,94,110,55,43,2017-08-12
15,7,10,6,10,2017-08-13
0,0,0,0,0,2017-08-14
59,98,20,69,68,2017-08-15
0,0,0,0,0,2017-08-16
0,0,0,0,0,2017-08-17
187,179,140,180,155,2017-08-18
0,0,11,0,0,2017-08-19
0,0,0,0,0,2017-08-20
0,0,0,0,0,2017-08-21
145,135,260,87,175,2017-08-22
0,0,0,0,0,2017-08-23
0,0,0,0,0,2017-08-24
0,0,0,0,0,2017-08-25
0,0,0,0,0,2017-08-26
0,0,0,0,0,2017-08-27
0,0,0,0,0,2017-08-28
2,0,0,0,0,2017-08-29
0,0,0,0,0,2017-08-30
2,0,10,5,20,2017-08-31
0,0,0,0,0,2017-09-01
0,0,0,0,0,2017-09-02
151,100,150,129,152,2017-09-03
16,22,30,15,17,2017-09-04
11,20,60,6,10,2017-09-05
0,0,0,0,2,2017-09-06
108,50,60,152,148,2017-09-07
0,0,0,3,0,2017-09-08
38,15,0,3,5,2017-09-09
0,0,0,0,0,2017-09-10
0,0,0,0,0,2017-09-11
0,0,0,0,0,2017-09-12
0,0,0,0,0,2017-09-13
0,0,0,0,0,2017-09-14
0,0,0,0,0,2017-09-15
0,0,0,2,0,2017-09-16
0,0,0,0,0,2017-09-17
0,0,0,0,0,2017-09-18
0,0,0,0,0,2017-09-19
0,0,0,0,0,2017-09-20
0,0,0,0,0,2017-09-21
0,0,0,0,0,2017-09-22
0,0,0,0,0,2017-09-23
0,0,0,0,0,2017-09-24
0,0,0,0,0,2017-09-25
0,0,0,0,0,2017-09-26
50,36,60,50,20,2017-09-27
0,0,0,0,0,2017-09-28
0,0,0,0,0,2017-09-29
0,0,0,0,0,2017-09-30
0,0,0,0,0,2017-10-01
0,0,0,0,0,2017-10-02
0,0,0,0,0,2017-10-03
74,67,100,47,69,2017-10-04
0,0,0,0,2,2017-10-05
0,0,0,0,0,2017-10-06
30,35,30,31,38,2017-10-07
69,70,191,54,130,2017-10-08
236,171,130,191,231,2017-10-09
0,0,0,0,0,2017-10-10
0,0,0,0,0,2017-10-11
0,0,0,0,0,2017-10-12
0,0,0,0,0,2017-10-13
0,0,0,0,4,2017-10-14
70,51,80,54,58,2017-10-15
0,0,0,0,0,2017-10-16
0,0,0,0,0,2017-10-17
0,0,0,0,0,2017-10-18
0,0,0,0,0,2017-10-19
0,0,0,0,0,2017-10-20
0,0,0,0,0,2017-10-21
0,0,0,0,0,2017-10-22
0,0,0,0,0,2017-10-23
292,240,272,298,139,2017-10-24
2,0,10,0,2,2017-10-25
36,16,30,24,62,2017-10-26
0,0,0,0,2,2017-10-27
0,0,0,0,0,2017-10-28
127,164,180,155,102,2017-10-29
42,48,110,31,51,2017-10-30
0,0,0,0,8,2017-10-31
4,3,11,7,4,2018-05-01
0,0,27,0,0,2018-05-02
153,79,95,109,114,2018-05-03
94,39,30,46,49,2018-05-04
0,0,21,0,0,2018-05-05
0,0,7,0,0,2018-05-06
0,0,0,0,0,2018-05-07
0,0,0,0,0,2018-05-08
0,0,9,0,0,2018-05-09
0,0,36,0,4,2018-05-10
0,0,0,0,0,2018-05-11
0,0,6,0,0,2018-05-12
0,0,8,0,0,2018-05-13
0,0,2,0,0,2018-05-14
4,6,8,3,8,2018-05-15
0,0,0,0,0,2018-05-16
0,0,0,0,0,2018-05-17
0,0,5,0,0,2018-05-18
76,42,69,57,92,2018-05-19
88,91,100,91,83,2018-05-20
0,0,7,0,0,2018-05-21
20,20,5,21,43,2018-05-22
0,0,8,0,0,2018-05-23
0,0,8,0,0,2018-05-24
0,0,0,0,0,2018-05-25
57,154,45,80,45,2018-05-26
10,0,32,2,52,2018-05-27
6,0,36,12,63,2018-05-28
0,0,4,0,2,2018-05-29
0,0,7,0,0,2018-05-30
0,0,0,0,0,2018-05-31
8,0,31,0,5,2018-06-01
0,0,0,0,0,2018-06-02
0,21,0,0,0,2018-06-03
194,282,134,206,151,2018-06-04
21,5,14,0,10,2018-06-05
0,4,0,0,0,2018-06-06
0,0,0,0,0,2018-06-07
0,0,5,0,124,2018-06-08
0,0,4,0,0,2018-06-09
0,0,2,0,0,2018-06-10
0,0,11,0,0,2018-06-11
0,0,5,0,0,2018-06-12
39,34,101,33,34,2018-06-13
102,61,57,83,34,2018-06-14
2,0,2,0,0,2018-06-15
0,0,8,0,0,2018-06-16
0,0,2,0,0,2018-06-17
225,91,280,185,226,2018-06-18
0,0,2,0,0,2018-06-19
0,8,7,0,8,2018-06-20
0,0,8,0,0,2018-06-21
0,0,9,0,0,2018-06-22
7,25,72,20,15,2018-06-23
56,29,50,28,99,2018-06-24
0,0,2,0,0,2018-06-25
0,0,9,0,0,2018-06-26
7,8,9,4,14,2018-06-27
15,7,13,8,7,2018-06-28
0,0,3,0,0,2018-06-29
0,33,6,58,0,2018-06-30
0,0,6,0,0,2018-07-01
0,0,13,0,0,2018-07-02
0,0,2,0,0,2018-07-03
0,0,8,0,0,2018-07-04
0,0,6,0,0,2018-07-05
32,0,49,0,25,2018-07-06
0,0,3,0,0,2018-07-07
0,0,0,0,0,2018-07-08
0,0,0,0,0,2018-07-09
2,0,18,0,15,2018-07-10
0,0,5,0,0,2018-07-11
0,0,5,0,0,2018-07-12
0,0,7,0,0,2018-07-13
0,0,13,0,4,2018-07-14
0,0,4,0,0,2018-07-15
0,0,5,0,0,2018-07-16
287,256,193,320,131,2018-07-17
0,0,5,0,0,2018-07-18
0,0,5,0,0,2018-07-19
0,0,8,0,0,2018-07-20
0,0,2,0,0,2018-07-21
24,33,52,22,10,2018-07-22
0,0,0,0,0,2018-07-23
12,0,6,0,12,2018-07-24
374,142,430,269,253,2018-07-25
9,5,74,230,18,2018-07-26
0,0,3,0,0,2018-07-27
37,120,11,14,43,2018-07-28
0,0,9,0,0,2018-07-29
0,0,10,0,0,2018-07-30
0,0,9,0,0,2018-07-31
73,0,3,34,63,2018-08-01
3,0,7,3,20,2018-08-02
0,0,3,0,0,2018-08-03
4,106,12,17,5,2018-08-04
0,0,12,0,0,2018-08-05
12,183,0,90,9,2018-08-06
5,11,22,9,5,2018-08-07
27,37,28,35,75,2018-08-08
21,95,68,27,19,2018-08-09
0,0,4,0,0,2018-08-10
0,0,10,0,0,2018-08-11
9,0,15,0,0,2018-08-12
0,0,9,0,0,2018-08-13
37,0,9,75,0,2018-08-14
12,0,8,6,0,2018-08-15
0,0,5,0,0,2018-08-16
41,17,56,27,48,2018-08-17
0,0,6,0,0,2018-08-18
0,0,7,0,0,2018-08-19
2,0,9,0,0,2018-08-20
0,1,14,2,2,2018-08-21
23,3,11,4,15,2018-08-22
0,0,4,2,0,2018-08-23
0,0,4,0,0,2018-08-24
0,0,12,0,0,2018-08-25
84,16,0,137,84,2018-08-26
0,0,11,2,2,2018-08-27
89,2,202,58,64,2018-08-28
5,21,34,13,10,2018-08-29
0,0,8,2,0,2018-08-30
0,0,6,0,0,2018-08-31
4,0,2,0,0,2018-09-01
58,60,502,69,288,2018-09-02
59,81,178,33,122,2018-09-03
0,0,6,2,0,2018-09-04
5,0,48,10,10,2018-09-05
0,0,9,0,0,2018-09-06
0,0,213,0,0,2018-09-07
0,0,0,0,0,2018-09-08
0,0,0,0,0,2018-09-09
81,141,56,113,92,2018-09-10
170,72,95,128,139,2018-09-11
0,0,0,0,0,2018-09-12
0,0,0,0,0,2018-09-13
0,0,0,0,2,2018-09-14
0,0,0,0,0,2018-09-15
2,0,0,0,0,2018-09-16
0,0,0,0,0,2018-09-17
0,0,0,2,0,2018-09-18
0,0,0,2,0,2018-09-19
0,0,0,0,0,2018-09-20
203,202,222,181,157,2018-09-21
2,0,0,4,0,2018-09-22
0,0,0,0,0,2018-09-23
0,0,0,2,0,2018-09-24
55,47,86,29,62,2018-09-25
77,44,40,28,33,2018-09-26
2,0,0,2,0,2018-09-27
0,14,0,3,2,2018-09-28
9,14,10,11,2,2018-09-29
2,11,0,2,2,2018-09-30
8,9,0,11,7,2018-10-01
91,72,47,76,95,2018-10-02
0,0,0,0,0,2018-10-03
15,23,42,16,17,2018-10-04
4,0,0,0,0,2018-10-05
0,0,0,0,0,2018-10-06
0,2,0,0,4,2018-10-07
148,92,33,123,161,2018-10-08
56,46,5,57,66,2018-10-09
120,42,59,45,84,2018-10-10
75,50,63,68,90,2018-10-11
3,0,2,0,0,2018-10-12
0,0,0,0,0,2018-10-13
3,0,0,2,0,2018-10-14
51,49,51,43,41,2018-10-15
0,0,0,2,0,2018-10-16
0,0,0,0,2,2018-10-17
0,0,0,0,0,2018-10-18
0,0,0,0,0,2018-10-19
0,10,4,5,10,2018-10-20
0,0,0,0,0,2018-10-21
0,0,0,0,0,2018-10-22
0,0,0,0,2,2018-10-23
18,3,12,10,32,2018-10-24
0,0,0,0,0,2018-10-25
0,0,0,0,0,2018-10-26
101,66,71,81,101,2018-10-27
65,54,71,43,48,2018-10-28
8,12,16,11,11,2018-10-29
0,0,0,0,0,2018-10-30
66,66,70,59,60,2018-10-31
79,52,58,47,68,2019-05-01
26,19,15,13,17,2019-05-02
27,27,30,31,35,2019-05-03
2,0,0,2,0,2019-05-04
0,0,0,0,0,2019-05-05
0,0,0,0,0,2019-05-06
3,0,0,0,0,2019-05-07
0,0,0,0,0,2019-05-08
89,67,77,86,67,2019-05-09
317,213,188,232,259,2019-05-10
2,0,0,0,0,2019-05-11
0,0,0,0,0,2019-05-12
18,22,0,9,5,2019-05-13
77,114,60,84,62,2019-05-14
2,0,0,0,0,2019-05-15
0,0,0,0,0,2019-05-16
3,11,0,3,5,2019-05-17
0,0,0,2,0,2019-05-18
46,53,32,48,44,2019-05-19
46,5,49,53,50,2019-05-20
0,0,3,2,0,2019-05-21
0,0,0,2,0,2019-05-22
175,95,351,159,213,2019-05-23
13,7,22,15,14,2019-05-24
0,1,7,2,6,2019-05-25
3,3,21,5,7,2019-05-26
0,0,0,0,0,2019-05-27
3,6,0,15,10,2019-05-28
0,1,0,2,0,2019-05-29
7,6,13,12,10,2019-05-30
2,2,0,5,5,2019-05-31
0,0,0,0,0,2019-06-01
68,24,32,38,39,2019-06-02
0,0,0,0,0,2019-06-03
0,0,0,0,0,2019-06-04
0,0,0,0,0,2019-06-05
0,0,0,0,0,2019-06-06
0,0,0,0,0,2019-06-07
0,0,2,0,0,2019-06-08
0,0,0,0,0,2019-06-09
0,3,0,9,0,2019-06-10
236,123,166,235,175,2019-06-11
0,0,0,0,0,2019-06-12
17,5,0,8,8,2019-06-13
95,33,50,58,27,2019-06-14
91,33,67,51,71,2019-06-15
0,0,2,0,0,2019-06-16
0,0,0,0,0,2019-06-17
0,0,0,0,0,2019-06-18
0,0,0,0,0,2019-06-19
153,59,18,39,383,2019-06-20
0,0,0,0,2,2019-06-21
0,0,0,0,0,2019-06-22
0,0,0,0,0,2019-06-23
0,0,0,0,0,2019-06-24
105,60,89,124,60,2019-06-25
0,0,8,0,0,2019-06-26
0,1,0,3,0,2019-06-27
0,0,0,0,0,2019-06-28
31,68,60,138,184,2019-06-29
125,37,84,31,176,2019-06-30
0,0,0,0,0,2019-07-01
0,0,0,0,0,2019-07-02
0,0,0,0,0,2019-07-03
0,0,0,0,0,2019-07-04
3,11,53,27,10,2019-07-05
10,5,32,0,48,2019-07-06
0,0,0,0,0,2019-07-07
0,0,0,0,0,2019-07-08
0,0,0,0,0,2019-07-09
0,0,0,0,0,2019-07-10
296,110,282,171,374,2019-07-11
0,0,0,0,0,2019-07-12
22,3,72,0,12,2019-07-13
12,1,2,0,0,2019-07-14
0,0,0,0,0,2019-07-15
0,0,0,0,0,2019-07-16
0,1,128,0,0,2019-07-17
0,0,0,0,0,2019-07-18
13,16,41,39,10,2019-07-19
0,0,0,0,0,2019-07-20
0,12,24,0,156,2019-07-21
0,0,0,0,0,2019-07-22
0,0,0,0,0,2019-07-23
0,0,0,0,0,2019-07-24
0,0,4,0,0,2019-07-25
0,1,0,2,0,2019-07-26
0,2,5,0,28,2019-07-27
0,5,0,15,0,2019-07-28
0,0,0,0,0,2019-07-29
0,3,72,0,20,2019-07-30
0,0,2,0,2,2019-07-31
0,0,0,0,0,2019-08-01
0,0,0,0,0,2019-08-02
0,0,2,0,0,2019-08-03
0,1,0,2,0,2019-08-04
0,0,0,0,0,2019-08-05
0,0,0,0,0,2019-08-06
2,0,7,0,2,2019-08-07
55,52,5,97,143,2019-08-08
86,49,66,103,36,2019-08-09
2,2,23,4,7,2019-08-10
0,0,0,0,0,2019-08-11
12,10,25,23,5,2019-08-12
0,0,0,0,0,2019-08-13
0,0,0,0,0,2019-08-14
6,1,0,0,0,2019-08-15
19,2,2,0,9,2019-08-16
194,34,0,37,13,2019-08-17
0,0,0,0,0,2019-08-18
0,0,0,0,2,2019-08-19
0,0,0,0,0,2019-08-20
37,18,8,29,50,2019-08-21
0,0,0,0,2,2019-08-22
0,0,0,0,0,2019-08-23
0,0,0,0,0,2019-08-24
0,0,0,0,0,2019-08-25
0,1,0,2,0,2019-08-26
0,0,0,0,0,2019-08-27
146,139,139,139,134,2019-08-28
0,0,0,0,0,2019-08-29
70,77,77,107,56,2019-08-30
0,0,0,0,0,2019-08-31
0,1,1,0,2,2019-09-01
313,285,285,235,310,2019-09-02
11,15,15,25,6,2019-09-03
227,192,192,217,131,2019-09-04
0,1,1,2,0,2019-09-05
0,0,0,0,0,2019-09-06
95,125,125,99,180,2019-09-07
12,6,6,0,7,2019-09-08
0,0,0,0,0,2019-09-09
29,27,27,23,26,2019-09-10
21,26,26,37,22,2019-09-11
0,0,0,0,0,2019-09-12
0,0,0,0,0,2019-09-13
74,60,60,67,39,2019-09-14
0,0,0,0,0,2019-09-15
0,0,0,0,0,2019-09-16
0,0,0,0,0,2019-09-17
0,0,0,0,0,2019-09-18
0,0,0,0,0,2019-09-19
0,0,0,0,0,2019-09-20
4,2,2,2,0,2019-09-21
0,0,0,0,0,2019-09-22
21,25,25,25,29,2019-09-23
0,2,2,5,0,2019-09-24
18,7,7,2,0,2019-09-25
64,61,61,48,74,2019-09-26
0,2,2,2,2,2019-09-27
33,33,33,40,25,2019-09-28
2,2,2,4,0,2019-09-29
0,2,2,0,5,2019-09-30
492,538,538,512,608,2019-10-01
2,2,2,2,0,2019-10-02
26,24,24,28,17,2019-10-03
28,26,26,25,22,2019-10-04
0,1,1,2,0,2019-10-05
0,1,1,0,2,2019-10-06
106,106,106,95,118,2019-10-07
3,2,2,2,0,2019-10-08
0,0,0,0,0,2019-10-09
0,0,0,0,0,2019-10-10
0,0,0,0,0,2019-10-11
2,6,6,2,14,2019-10-12
3,3,3,4,0,2019-10-13
0,0,0,0,0,2019-10-14
0,1,1,2,0,2019-10-15
45,47,47,59,35,2019-10-16
564,556,556,543,564,2019-10-17
2,3,3,4,2,2019-10-18
0,0,0,0,0,2019-10-19
0,0,0,0,0,2019-10-20
0,0,0,0,0,2019-10-21
104,109,109,129,92,2019-10-22
152,138,138,114,149,2019-10-23
0,0,0,0,0,2019-10-24
0,0,0,0,0,2019-10-25
0,0,0,0,0,2019-10-26
234,198,198,220,173,2019-10-27
7,6,6,2,6,2019-10-28
0,1,1,0,2,2019-10-29
