NO_OUVRAGE,DATE,SURVERSE,sumMcTavish,maxMcTavish,sumBellevue,maxBellevue,sumAssomption,maxAssomption,sumTrudeau,maxTrudeau,sumStHubert,maxStHubert
4350-01D,2015-06-08,1,288,52,,308,290,100,258,57,240,42
4350-01D,2015-06-09,0,124,56,,48,20,10,77,29,199,129
4350-01D,2015-06-10,0,32,12,,39,330,270,24,14,22,10
4350-01D,2015-06-11,0,2,2,,0,0,0,0,0,0,0
4350-01D,2015-06-12,0,102,28,,131,30,20,106,30,84,25
4350-01D,2015-06-13,0,2,2,,2,0,0,0,0,2,2
4350-01D,2015-06-14,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-06-15,0,2,2,,0,0,0,0,0,5,5
4350-01D,2015-06-16,1,406,232,,207,180,62,242,118,251,126
4350-01D,2015-06-17,0,2,2,,0,0,0,0,0,0,0
4350-01D,2015-06-18,0,40,26,,57,20,20,36,27,20,10
4350-01D,2015-06-19,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-06-20,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-06-21,0,14,12,,165,0,0,194,113,10,8
4350-01D,2015-06-22,0,14,6,,0,0,0,66,66,0,0
4350-01D,2015-06-23,0,50,40,,33,90,51,13,7,8,2
4350-01D,2015-06-24,0,6,6,,0,0,0,29,29,2,2
4350-01D,2015-06-25,0,2,2,,2,0,0,2,2,0,0
4350-01D,2015-06-26,0,0,0,,0,40,40,0,0,0,0
4350-01D,2015-06-27,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-06-28,0,164,32,,108,190,60,113,27,119,32
4350-01D,2015-06-29,0,12,6,,5,0,0,0,0,12,8
4350-01D,2015-06-30,0,24,10,,36,45,20,25,12,14,12
4350-01D,2015-07-01,0,244,74,,108,215,60,95,31,326,93
4350-01D,2015-07-02,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-07-03,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-07-04,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-07-05,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-07-06,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-07-07,0,68,44,,97,20,20,2,2,25,18
4350-01D,2015-07-08,0,32,20,,13,20,20,15,10,82,78
4350-01D,2015-07-09,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-07-10,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-07-11,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-07-12,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-07-13,0,6,6,,0,0,0,0,0,0,0
4350-01D,2015-07-14,0,0,0,,10,30,30,0,0,12,10
4350-01D,2015-07-15,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-07-16,0,0,0,,0,0,0,4,2,0,0
4350-01D,2015-07-17,0,29,6,,13,0,0,7,7,7,5
4350-01D,2015-07-18,0,119,7,,65,60,30,60,40,49,18
4350-01D,2015-07-19,1,153,14,,580,210,90,412,212,158,45
4350-01D,2015-07-20,0,5,5,,0,0,0,0,0,0,0
4350-01D,2015-07-21,0,108,29,,175,70,50,306,138,57,42
4350-01D,2015-07-22,0,0,0,,0,0,0,2,2,0,0
4350-01D,2015-07-23,0,2,2,,0,20,20,5,3,0,0
4350-01D,2015-07-24,0,2,2,,37,40,20,12,6,0,0
4350-01D,2015-07-25,0,0,0,,0,10,10,0,0,0,0
4350-01D,2015-07-26,0,24,14,,17,70,70,34,31,33,20
4350-01D,2015-07-27,1,198,171,,258,40,40,10,8,283,231
4350-01D,2015-07-28,0,0,0,,0,0,0,2,2,2,2
4350-01D,2015-07-29,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-07-30,0,57,32,,32,30,30,39,32,60,38
4350-01D,2015-07-31,0,0,0,,0,70,60,0,0,0,0
4350-01D,2015-08-01,0,29,23,,39,0,0,70,47,13,8
4350-01D,2015-08-02,0,0,0,,0,0,0,4,2,2,2
4350-01D,2015-08-03,0,0,0,,10,20,20,2,2,0,0
4350-01D,2015-08-04,0,52,52,,0,0,0,30,30,63,58
4350-01D,2015-08-05,0,6,6,,4,329,182,4,2,10,5
4350-01D,2015-08-06,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-08-07,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-08-08,0,0,0,,0,0,0,5,3,0,0
4350-01D,2015-08-09,0,0,0,,0,0,0,2,2,0,0
4350-01D,2015-08-10,0,13,13,,0,0,0,135,126,15,15
4350-01D,2015-08-11,1,537,117,,368,450,110,588,120,392,83
4350-01D,2015-08-12,0,21,10,,2,290,137,20,16,59,28
4350-01D,2015-08-13,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-08-14,0,19,8,,50,0,0,36,12,25,8
4350-01D,2015-08-15,0,19,19,,0,0,0,6,3,0,0
4350-01D,2015-08-16,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-08-17,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-08-18,1,197,197,,0,0,0,46,44,0,0
4350-01D,2015-08-19,0,0,0,,1,0,0,2,2,2,2
4350-01D,2015-08-20,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-08-21,0,106,48,,99,100,40,142,46,81,33
4350-01D,2015-08-22,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-08-23,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-08-24,0,0,0,,0,0,0,0,0,37,22
4350-01D,2015-08-25,0,0,0,,3,0,0,11,6,2,2
4350-01D,2015-08-26,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-08-27,0,2,2,,0,0,0,0,0,178,84
4350-01D,2015-08-28,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-08-29,0,0,0,,0,0,0,3,3,0,0
4350-01D,2015-08-30,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-08-31,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-09-01,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-09-02,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-09-03,0,0,0,,0,0,0,2,2,0,0
4350-01D,2015-09-04,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-09-05,0,0,0,,0,0,0,3,3,0,0
4350-01D,2015-09-06,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-09-07,0,159,153,,142,240,177,155,155,174,147
4350-01D,2015-09-08,0,0,0,,0,10,10,0,0,0,0
4350-01D,2015-09-09,0,3,3,,0,0,0,0,0,17,10
4350-01D,2015-09-10,0,0,0,,0,0,0,9,5,0,0
4350-01D,2015-09-11,0,0,0,,0,0,0,3,3,0,0
4350-01D,2015-09-12,0,86,22,,101,70,20,64,17,73,22
4350-01D,2015-09-13,0,229,71,,250,420,80,337,147,212,60
4350-01D,2015-09-14,0,107,61,,13,380,190,56,36,163,78
4350-01D,2015-09-15,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-09-16,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-09-17,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-09-18,0,0,0,,0,0,0,7,3,0,0
4350-01D,2015-09-19,0,78,55,,68,130,120,101,78,33,25
4350-01D,2015-09-20,0,0,0,,0,0,0,2,2,0,0
4350-01D,2015-09-21,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-09-22,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-09-23,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-09-24,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-09-25,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-09-26,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-09-27,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-09-28,0,6,4,,0,60,40,6,3,4,4
4350-01D,2015-09-29,0,301,196,,287,430,308,289,140,283,180
4350-01D,2015-09-30,0,52,20,,38,2,2,41,17,63,22
4350-01D,2015-10-01,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-10-02,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-10-03,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-10-04,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-10-05,0,0,0,,0,0,0,2,2,0,0
4350-01D,2015-10-06,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-10-07,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-10-08,0,0,0,,0,0,0,4,4,0,0
4350-01D,2015-10-09,0,66,22,,64,50,20,61,25,67,20
4350-01D,2015-10-10,0,0,0,,0,0,0,3,3,0,0
4350-01D,2015-10-11,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-10-12,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-10-13,0,48,26,,11,20,20,21,13,24,10
4350-01D,2015-10-14,0,2,2,,0,0,0,0,0,0,0
4350-01D,2015-10-15,0,107,49,,132,60,30,125,57,87,42
4350-01D,2015-10-16,0,7,7,,36,0,0,20,20,2,2
4350-01D,2015-10-17,0,122,40,,120,150,30,115,38,82,28
4350-01D,2015-10-18,0,0,0,,5,0,0,2,2,0,0
4350-01D,2015-10-19,0,0,0,,7,0,0,2,2,0,0
4350-01D,2015-10-20,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-10-21,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-10-22,0,29,15,,29,36,20,30,19,29,15
4350-01D,2015-10-23,0,0,0,,0,0,0,0,0,0,0
4350-01D,2015-10-24,0,13,13,,4,0,0,0,0,8,8
4350-01D,2015-10-25,0,204,66,,152,167,46,158,67,178,68
4350-01D,2015-10-26,0,2,2,,0,10,10,0,0,0,0
4350-01D,2015-10-27,0,0,0,,0,0,0,4,4,0,0
4350-01D,2015-10-28,1,294,73,,267,330,80,277,78,277,68
4350-01D,2015-10-29,0,137,44,,73,112,40,100,35,93,28
4350-01D,2015-10-30,0,5,3,,2,0,0,0,0,0,0
4350-01D,2015-10-31,0,0,0,,2,0,0,6,6,0,0
4350-01D,2016-05-01,0,51,18,,76,70,30,83,29,45,10
4350-01D,2016-05-02,0,24,9,,7,10,10,14,8,22,10
4350-01D,2016-05-03,0,0,0,,0,10,10,0,0,0,0
4350-01D,2016-05-04,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-05,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-06,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-07,0,0,0,,0,0,0,7,5,0,0
4350-01D,2016-05-08,0,82,49,,77,129,60,85,36,119,53
4350-01D,2016-05-09,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-10,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-11,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-12,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-13,0,33,27,,37,40,30,39,26,43,28
4350-01D,2016-05-14,0,26,10,,21,50,30,51,39,16,10
4350-01D,2016-05-15,0,7,5,,3,0,0,2,2,10,5
4350-01D,2016-05-16,0,4,2,,0,0,0,2,2,2,2
4350-01D,2016-05-17,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-18,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-19,0,0,0,,0,101,101,0,0,8,8
4350-01D,2016-05-20,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-21,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-22,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-23,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-24,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-25,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-26,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-27,0,6,6,,56,0,0,10,8,0,0
4350-01D,2016-05-28,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-05-29,0,4,4,,0,0,0,0,0,14,12
4350-01D,2016-05-30,0,17,14,,0,0,0,0,0,89,56
4350-01D,2016-05-31,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-06-01,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-06-02,0,53,23,,46,110,50,44,14,34,12
4350-01D,2016-06-03,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-06-04,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-06-05,1,562,123,,234,360,98,283,84,424,121
4350-01D,2016-06-06,0,53,50,,47,30,20,31,24,73,71
4350-01D,2016-06-07,0,0,0,,0,0,0,2,2,0,0
4350-01D,2016-06-08,0,5,3,,4,0,0,8,4,0,0
4350-01D,2016-06-09,0,5,3,,2,10,10,0,0,0,0
4350-01D,2016-06-10,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-06-11,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-06-12,0,0,0,,0,18,18,0,0,0,0
4350-01D,2016-06-13,0,0,0,,0,0,0,45,23,0,0
4350-01D,2016-06-14,0,0,0,,8,0,0,0,0,0,0
4350-01D,2016-06-15,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-06-16,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-06-17,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-06-18,0,0,0,,0,0,0,2,2,0,0
4350-01D,2016-06-19,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-06-20,0,0,0,,0,61,61,0,0,0,0
4350-01D,2016-06-21,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-06-22,0,56,27,,41,0,0,69,44,2,2
4350-01D,2016-06-23,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-06-24,0,0,0,,0,0,0,0,0,15,15
4350-01D,2016-06-25,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-06-26,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-06-27,0,26,21,,29,10,10,24,13,7,5
4350-01D,2016-06-28,1,210,106,,105,80,40,78,20,50,20
4350-01D,2016-06-29,0,21,15,,7,70,70,10,5,29,25
4350-01D,2016-06-30,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-07-01,0,15,9,,21,0,0,38,26,20,12
4350-01D,2016-07-02,0,0,0,,0,10,10,0,0,0,0
4350-01D,2016-07-03,0,2,2,,0,20,20,13,9,0,0
4350-01D,2016-07-04,0,0,0,,0,10,10,0,0,0,0
4350-01D,2016-07-05,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-07-06,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-07-07,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-07-08,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-07-09,0,216,98,,140,360,88,160,49,190,63
4350-01D,2016-07-10,0,11,5,,6,41,20,8,8,2,2
4350-01D,2016-07-11,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-07-12,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-07-13,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-07-14,1,83,45,,106,140,74,56,56,175,173
4350-01D,2016-07-15,0,5,5,,33,0,0,8,8,0,0
4350-01D,2016-07-16,0,113,98,,0,20,20,7,7,70,60
4350-01D,2016-07-17,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-07-18,1,167,143,,54,140,110,160,128,258,203
4350-01D,2016-07-19,0,0,0,,0,0,0,2,2,0,0
4350-01D,2016-07-20,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-07-21,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-07-22,0,46,25,,48,0,0,30,15,71,71
4350-01D,2016-07-23,1,183,128,,167,70,33,173,104,164,104
4350-01D,2016-07-24,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-07-25,0,41,26,,7,100,40,49,20,35,23
4350-01D,2016-07-26,0,0,0,,0,0,0,0,0,18,18
4350-01D,2016-07-27,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-07-28,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-07-29,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-07-30,0,0,0,,0,0,0,2,2,0,0
4350-01D,2016-07-31,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-01,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-02,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-03,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-04,0,23,19,,0,30,20,0,0,0,0
4350-01D,2016-08-05,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-06,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-07,0,0,0,,0,0,0,0,0,69,36
4350-01D,2016-08-08,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-09,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-10,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-11,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-12,0,17,10,,96,90,31,21,11,19,10
4350-01D,2016-08-13,1,262,89,,203,470,326,262,95,294,175
4350-01D,2016-08-14,1,162,38,,298,460,143,223,54,249,78
4350-01D,2016-08-15,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-16,1,768,220,,699,641,211,700,183,618,166
4350-01D,2016-08-17,1,10,7,,7,20,20,12,10,24,22
4350-01D,2016-08-18,0,0,0,,0,10,10,0,0,0,0
4350-01D,2016-08-19,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-20,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-21,1,221,65,,226,230,70,163,57,143,38
4350-01D,2016-08-22,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-23,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-24,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-25,0,8,6,,6,0,0,6,4,29,12
4350-01D,2016-08-26,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-27,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-28,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-29,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-08-30,0,0,0,,0,0,0,0,0,2,2
4350-01D,2016-08-31,0,0,0,,147,20,20,74,74,0,0
4350-01D,2016-09-01,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-02,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-03,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-04,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-05,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-06,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-07,0,0,0,,0,0,0,2,2,0,0
4350-01D,2016-09-08,0,77,38,,117,130,70,108,70,57,20
4350-01D,2016-09-09,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-10,0,0,0,,3,0,0,0,0,0,0
4350-01D,2016-09-11,0,60,50,,38,30,30,54,28,76,43
4350-01D,2016-09-12,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-13,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-14,0,0,0,,10,0,0,0,0,2,2
4350-01D,2016-09-15,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-16,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-17,0,0,0,,19,20,20,6,4,0,0
4350-01D,2016-09-18,0,20,13,,16,40,28,15,7,24,8
4350-01D,2016-09-19,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-20,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-21,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-22,0,11,8,,5,0,0,5,3,14,12
4350-01D,2016-09-23,0,16,10,,29,10,10,23,9,19,12
4350-01D,2016-09-24,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-25,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-26,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-27,0,26,13,,8,30,20,28,14,17,5
4350-01D,2016-09-28,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-29,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-09-30,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-01,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-02,0,8,6,,0,30,20,7,3,0,0
4350-01D,2016-10-03,0,0,0,,0,0,0,0,0,2,2
4350-01D,2016-10-04,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-05,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-06,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-07,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-08,0,199,65,,131,220,70,164,66,131,32
4350-01D,2016-10-09,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-10,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-11,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-12,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-13,0,76,26,,39,80,36,63,35,78,32
4350-01D,2016-10-14,0,0,0,,0,0,0,2,2,0,0
4350-01D,2016-10-15,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-16,0,126,44,,99,100,50,120,48,96,45
4350-01D,2016-10-17,0,3,3,,0,10,10,0,0,0,0
4350-01D,2016-10-18,0,41,15,,69,70,20,50,17,62,30
4350-01D,2016-10-19,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-20,1,206,59,,153,160,30,195,49,173,45
4350-01D,2016-10-21,1,484,63,,356,400,60,363,49,439,75
4350-01D,2016-10-22,1,271,40,,212,300,40,266,37,292,40
4350-01D,2016-10-23,1,120,33,,40,130,50,52,17,98,25
4350-01D,2016-10-24,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-25,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-26,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-27,0,118,31,,125,60,20,125,32,114,32
4350-01D,2016-10-28,0,96,21,,138,80,20,59,21,105,25
4350-01D,2016-10-29,0,87,34,,65,80,30,65,17,63,25
4350-01D,2016-10-30,0,0,0,,0,0,0,0,0,0,0
4350-01D,2016-10-31,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-05-01,0,459,68,,476,530,110,456,73,421,86
4350-01D,2017-05-02,0,0,0,,0,20,20,0,0,0,0
4350-01D,2017-05-03,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-05-04,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-05-05,0,170,33,,277,150,29,194,34,125,25
4350-01D,2017-05-06,0,58,34,,92,70,40,83,47,24,12
4350-01D,2017-05-07,0,73,19,,93,110,60,73,17,86,20
4350-01D,2017-05-08,0,2,2,,4,0,0,2,2,0,0
4350-01D,2017-05-09,0,4,2,,2,0,0,0,0,0,0
4350-01D,2017-05-10,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-05-11,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-05-12,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-05-13,0,0,0,,38,0,0,9,7,15,15
4350-01D,2017-05-14,0,28,5,,35,70,20,33,7,35,8
4350-01D,2017-05-15,0,2,2,,5,0,0,5,5,9,5
4350-01D,2017-05-16,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-05-17,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-05-18,0,7,3,,3,10,10,2,2,0,0
4350-01D,2017-05-19,0,2,2,,0,0,0,2,2,2,2
4350-01D,2017-05-20,0,0,0,,2,0,0,0,0,0,0
4350-01D,2017-05-21,0,0,0,,5,0,0,0,0,2,2
4350-01D,2017-05-22,0,83,16,,105,30,20,83,14,56,12
4350-01D,2017-05-23,0,0,0,,0,10,10,0,0,0,0
4350-01D,2017-05-24,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-05-25,0,124,49,,96,170,80,86,41,118,42
4350-01D,2017-05-26,0,21,7,,23,40,30,24,6,10,5
4350-01D,2017-05-27,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-05-28,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-05-29,0,109,27,,58,60,30,64,26,78,25
4350-01D,2017-05-30,0,60,22,,84,100,40,83,47,33,18
4350-01D,2017-05-31,0,22,18,,13,210,106,13,13,50,50
4350-01D,2017-06-01,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-06-02,0,14,7,,14,0,0,45,17,17,8
4350-01D,2017-06-03,0,0,0,,14,0,0,0,0,2,2
4350-01D,2017-06-04,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-06-05,1,434,91,,323,230,60,368,60,253,40
4350-01D,2017-06-06,0,192,53,,138,90,40,124,39,85,20
4350-01D,2017-06-07,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-06-08,0,0,0,,0,0,0,2,2,0,0
4350-01D,2017-06-09,0,0,0,,0,0,0,2,2,0,0
4350-01D,2017-06-10,0,0,0,,0,0,0,2,2,0,0
4350-01D,2017-06-11,0,0,0,,0,10,10,0,0,0,0
4350-01D,2017-06-12,0,0,0,,0,0,0,22,20,53,53
4350-01D,2017-06-13,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-06-14,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-06-15,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-06-16,0,292,87,,172,210,70,230,55,253,62
4350-01D,2017-06-17,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-06-18,0,0,0,,0,80,58,0,0,5,5
4350-01D,2017-06-19,0,2,2,,9,0,0,5,5,14,8
4350-01D,2017-06-20,0,174,84,,96,80,30,159,86,117,98
4350-01D,2017-06-21,0,0,0,,0,30,20,0,0,0,0
4350-01D,2017-06-22,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-06-23,0,136,31,,110,60,20,114,24,124,25
4350-01D,2017-06-24,0,0,0,,0,34,24,0,0,0,0
4350-01D,2017-06-25,0,0,0,,0,140,70,0,0,10,10
4350-01D,2017-06-26,0,55,43,,8,0,0,15,15,38,38
4350-01D,2017-06-27,0,27,23,,0,20,20,14,7,131,111
4350-01D,2017-06-28,0,2,2,,35,10,10,0,0,0,0
4350-01D,2017-06-29,0,27,9,,61,12,4,32,10,19,8
4350-01D,2017-06-30,0,66,45,,41,42,17,57,52,90,50
4350-01D,2017-07-01,0,31,9,,71,18,5,52,24,29,15
4350-01D,2017-07-02,0,0,0,,14,0,0,0,0,0,0
4350-01D,2017-07-03,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-07-04,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-07-05,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-07-06,0,0,0,,0,0,0,0,0,0,0
4350-01D,2017-07-07,0,74,41,,70,350,240,100,92,85,30
4350-01D,2017-07-08,1,327,220,,173,280,130,207,158,194,134
4350-01D,2017-07-09,0,0,0,,0,0,0,2,2,0,0
4350-01D,2017-07-10,0,24,20,,16,0,0,21,13,17,12
4350-01D,2017-07-11,0,0,0,,0,10,10,0,0,0,0
4350-01D,2017-07-12,0,0,0,,0,0,0,0,0,8,8
4350-01D,2017-07-13,0,6,3,,14,50,20,8,3,12,2
4350-01D,2017-07-14,0,56,27,,75,0,0,77,43,57,30
4350-01D,2017-07-15,0,8,3,,32,20,20,11,9,4,2
4350-01D,2017-07-16,0,0,0,,16,0,0,7,4,0,0
4350-01D,2017-07-17,0,13,11,,6,0,0,33,17,33,13
