McTavish,Bellevue,Assomption,Trudeau,StHubert,date
53,13,40,13,19,2017-07-25
0,0,0,0,0,2017-07-26
0,15,0,0,0,2017-07-27
0,0,0,0,0,2017-07-28
0,0,0,0,0,2017-07-29
0,0,0,0,0,2017-07-30
101,0,320,366,8,2017-07-31
3,0,0,0,0,2017-08-01
40,0,50,0,84,2017-08-02
2,0,0,0,0,2017-08-03
109,111,10,284,174,2017-08-04
104,42,40,64,68,2017-08-05
0,0,0,0,0,2017-08-06
0,0,0,0,0,2017-08-07
0,0,0,2,0,2017-08-08
0,0,0,0,0,2017-08-09
0,0,0,0,0,2017-08-10
0,15,0,0,0,2017-08-11
47,69,110,40,33,2017-08-12
15,7,10,6,10,2017-08-13
0,0,0,0,0,2017-08-14
55,54,20,57,66,2017-08-15
0,0,0,0,0,2017-08-16
0,0,0,0,0,2017-08-17
103,135,120,126,85,2017-08-18
0,0,11,0,0,2017-08-19
0,0,0,0,0,2017-08-20
0,0,0,0,0,2017-08-21
128,116,230,72,165,2017-08-22
0,0,0,0,0,2017-08-23
0,0,0,0,0,2017-08-24
0,0,0,0,0,2017-08-25
0,0,0,0,0,2017-08-26
0,0,0,0,0,2017-08-27
0,0,0,0,0,2017-08-28
2,0,0,0,0,2017-08-29
0,0,0,0,0,2017-08-30
2,0,10,5,20,2017-08-31
0,0,0,0,0,2017-09-01
0,0,0,0,0,2017-09-02
179,145,230,145,182,2017-09-03
16,22,30,15,17,2017-09-04
11,20,60,6,10,2017-09-05
0,0,0,0,2,2017-09-06
63,48,50,135,87,2017-09-07
0,0,0,3,0,2017-09-08
38,15,0,3,5,2017-09-09
0,0,0,0,0,2017-09-10
0,0,0,0,0,2017-09-11
0,0,0,0,0,2017-09-12
0,0,0,0,0,2017-09-13
0,0,0,0,0,2017-09-14
0,0,0,0,0,2017-09-15
0,0,0,2,0,2017-09-16
0,0,0,0,0,2017-09-17
0,0,0,0,0,2017-09-18
0,0,0,0,0,2017-09-19
0,0,0,0,0,2017-09-20
0,0,0,0,0,2017-09-21
0,0,0,0,0,2017-09-22
0,0,0,0,0,2017-09-23
0,0,0,0,0,2017-09-24
0,0,0,0,0,2017-09-25
0,0,0,0,0,2017-09-26
50,36,60,50,20,2017-09-27
0,0,0,0,0,2017-09-28
0,0,0,0,0,2017-09-29
0,0,0,0,0,2017-09-30
0,0,0,0,0,2017-10-01
0,0,0,0,0,2017-10-02
0,0,0,0,0,2017-10-03
74,67,100,47,69,2017-10-04
0,0,0,0,2,2017-10-05
0,0,0,0,0,2017-10-06
30,35,30,31,38,2017-10-07
35,51,131,41,108,2017-10-08
313,296,170,275,322,2017-10-09
0,0,0,0,0,2017-10-10
0,0,0,0,0,2017-10-11
0,0,0,0,0,2017-10-12
0,0,0,0,0,2017-10-13
0,0,0,0,4,2017-10-14
70,44,80,49,58,2017-10-15
0,0,0,0,0,2017-10-16
0,0,0,0,0,2017-10-17
0,0,0,0,0,2017-10-18
0,0,0,0,0,2017-10-19
0,0,0,0,0,2017-10-20
0,0,0,0,0,2017-10-21
0,0,0,0,0,2017-10-22
0,0,0,0,0,2017-10-23
164,165,141,153,95,2017-10-24
2,0,10,0,2,2017-10-25
36,16,30,24,58,2017-10-26
0,0,0,0,2,2017-10-27
0,0,0,0,0,2017-10-28
114,149,150,139,92,2017-10-29
42,48,90,31,48,2017-10-30
0,0,0,0,8,2017-10-31
4,3,6,7,4,2018-05-01
0,0,27,0,0,2018-05-02
106,49,59,75,68,2018-05-03
85,27,17,34,42,2018-05-04
0,0,21,0,0,2018-05-05
0,0,7,0,0,2018-05-06
0,0,0,0,0,2018-05-07
0,0,0,0,0,2018-05-08
0,0,9,0,0,2018-05-09
0,0,24,0,2,2018-05-10
0,0,0,0,0,2018-05-11
0,0,6,0,0,2018-05-12
0,0,8,0,0,2018-05-13
0,0,2,0,0,2018-05-14
8,10,6,3,13,2018-05-15
0,0,0,0,0,2018-05-16
0,0,0,0,0,2018-05-17
0,0,5,0,0,2018-05-18
76,37,69,57,92,2018-05-19
88,91,98,91,83,2018-05-20
0,0,7,0,0,2018-05-21
11,17,5,14,52,2018-05-22
0,0,8,0,0,2018-05-23
0,0,8,0,0,2018-05-24
0,0,0,0,0,2018-05-25
38,125,43,60,28,2018-05-26
10,0,27,2,50,2018-05-27
6,0,36,12,63,2018-05-28
0,0,4,0,2,2018-05-29
0,0,7,0,0,2018-05-30
0,0,0,0,0,2018-05-31
8,0,31,0,5,2018-06-01
0,0,0,0,0,2018-06-02
0,21,0,0,0,2018-06-03
143,204,87,139,113,2018-06-04
21,5,10,0,10,2018-06-05
0,4,0,0,0,2018-06-06
0,0,0,0,0,2018-06-07
0,0,5,0,124,2018-06-08
0,0,4,0,0,2018-06-09
0,0,2,0,0,2018-06-10
0,0,11,0,0,2018-06-11
0,0,5,0,0,2018-06-12
39,34,101,33,34,2018-06-13
80,61,57,83,27,2018-06-14
2,0,2,0,0,2018-06-15
0,0,8,0,0,2018-06-16
0,0,2,0,0,2018-06-17
124,53,222,126,224,2018-06-18
0,0,2,0,0,2018-06-19
0,8,7,0,8,2018-06-20
0,0,8,0,0,2018-06-21
0,0,9,0,0,2018-06-22
7,25,72,20,15,2018-06-23
56,29,35,28,69,2018-06-24
0,0,2,0,0,2018-06-25
0,0,7,0,0,2018-06-26
7,8,9,4,14,2018-06-27
15,7,13,8,7,2018-06-28
0,0,3,0,0,2018-06-29
0,33,6,58,0,2018-06-30
0,0,6,0,0,2018-07-01
0,0,13,0,0,2018-07-02
0,0,2,0,0,2018-07-03
0,0,8,0,0,2018-07-04
0,0,6,0,0,2018-07-05
32,0,49,0,25,2018-07-06
0,0,3,0,0,2018-07-07
0,0,0,0,0,2018-07-08
0,0,0,0,0,2018-07-09
2,0,14,0,15,2018-07-10
0,0,5,0,0,2018-07-11
0,0,5,0,0,2018-07-12
0,0,7,0,0,2018-07-13
0,0,10,0,2,2018-07-14
0,0,4,0,0,2018-07-15
0,0,4,0,0,2018-07-16
283,256,193,320,131,2018-07-17
0,0,5,0,0,2018-07-18
0,0,5,0,0,2018-07-19
0,0,8,0,0,2018-07-20
0,0,2,0,0,2018-07-21
47,57,55,34,20,2018-07-22
0,0,0,0,0,2018-07-23
12,0,3,0,12,2018-07-24
343,92,376,245,253,2018-07-25
9,5,74,224,13,2018-07-26
0,0,3,0,0,2018-07-27
37,120,11,14,43,2018-07-28
0,0,7,0,0,2018-07-29
0,0,10,0,0,2018-07-30
0,0,6,0,0,2018-07-31
73,0,3,34,63,2018-08-01
3,0,7,3,20,2018-08-02
0,0,3,0,0,2018-08-03
4,120,15,17,5,2018-08-04
0,0,6,0,0,2018-08-05
12,183,0,90,9,2018-08-06
5,7,22,5,5,2018-08-07
27,37,28,35,45,2018-08-08
21,95,66,27,19,2018-08-09
0,0,4,0,0,2018-08-10
0,0,10,0,0,2018-08-11
9,0,9,0,0,2018-08-12
0,0,9,0,0,2018-08-13
37,0,6,75,0,2018-08-14
10,0,5,6,0,2018-08-15
0,0,5,0,0,2018-08-16
32,17,50,27,33,2018-08-17
0,0,6,0,0,2018-08-18
0,0,7,0,0,2018-08-19
2,0,7,0,0,2018-08-20
0,1,14,2,2,2018-08-21
19,3,11,4,13,2018-08-22
0,0,4,2,0,2018-08-23
0,0,4,0,0,2018-08-24
0,0,12,0,0,2018-08-25
45,16,0,108,46,2018-08-26
0,0,9,2,2,2018-08-27
89,2,202,44,64,2018-08-28
5,21,32,13,8,2018-08-29
0,0,8,2,0,2018-08-30
0,0,6,0,0,2018-08-31
4,0,2,0,0,2018-09-01
82,90,498,89,199,2018-09-02
59,81,169,39,112,2018-09-03
0,0,6,2,0,2018-09-04
5,0,40,10,10,2018-09-05
0,0,9,0,0,2018-09-06
0,0,175,0,0,2018-09-07
0,0,0,0,0,2018-09-08
0,0,0,0,0,2018-09-09
81,141,56,113,92,2018-09-10
161,70,93,122,137,2018-09-11
0,0,0,0,0,2018-09-12
0,0,0,0,0,2018-09-13
0,0,0,0,2,2018-09-14
0,0,0,0,0,2018-09-15
2,0,0,0,0,2018-09-16
0,0,0,0,0,2018-09-17
0,0,0,2,0,2018-09-18
0,0,0,2,0,2018-09-19
0,0,0,0,0,2018-09-20
203,202,209,148,157,2018-09-21
2,0,0,4,0,2018-09-22
0,0,0,0,0,2018-09-23
0,0,0,2,0,2018-09-24
73,50,79,39,70,2018-09-25
52,44,36,26,19,2018-09-26
2,0,0,2,0,2018-09-27
0,14,0,3,2,2018-09-28
9,14,10,11,2,2018-09-29
2,11,0,2,2,2018-09-30
6,9,0,9,7,2018-10-01
57,47,39,46,62,2018-10-02
0,0,0,0,0,2018-10-03
15,23,42,20,17,2018-10-04
2,0,0,0,0,2018-10-05
0,0,0,0,0,2018-10-06
0,2,0,0,4,2018-10-07
148,85,30,123,161,2018-10-08
56,46,5,57,66,2018-10-09
115,42,40,39,82,2018-10-10
52,41,43,52,59,2018-10-11
3,0,2,0,0,2018-10-12
0,0,0,0,0,2018-10-13
3,0,0,2,0,2018-10-14
33,29,40,29,24,2018-10-15
0,0,0,2,0,2018-10-16
0,0,0,0,2,2018-10-17
0,0,0,0,0,2018-10-18
0,0,0,0,0,2018-10-19
0,10,4,5,10,2018-10-20
0,0,0,0,0,2018-10-21
0,0,0,0,0,2018-10-22
0,0,0,0,2,2018-10-23
11,3,8,5,20,2018-10-24
0,0,0,0,0,2018-10-25
0,0,0,0,0,2018-10-26
101,66,71,81,101,2018-10-27
49,51,50,36,32,2018-10-28
7,8,12,9,10,2018-10-29
0,0,0,0,0,2018-10-30
67,78,67,63,58,2018-10-31
79,52,58,47,68,2019-05-01
26,19,15,13,17,2019-05-02
32,27,32,31,42,2019-05-03
2,0,0,2,0,2019-05-04
0,0,0,0,0,2019-05-05
0,0,0,0,0,2019-05-06
3,0,0,0,0,2019-05-07
0,0,0,0,0,2019-05-08
89,67,77,86,67,2019-05-09
252,175,161,198,211,2019-05-10
2,0,0,0,0,2019-05-11
0,0,0,0,0,2019-05-12
18,22,0,9,5,2019-05-13
77,102,60,81,58,2019-05-14
2,0,0,0,0,2019-05-15
0,0,0,0,0,2019-05-16
3,11,0,3,5,2019-05-17
0,0,0,2,0,2019-05-18
23,32,25,29,25,2019-05-19
46,5,49,53,48,2019-05-20
0,0,3,2,0,2019-05-21
0,0,0,2,0,2019-05-22
175,114,351,159,213,2019-05-23
13,9,22,12,14,2019-05-24
0,1,7,2,4,2019-05-25
3,3,21,5,7,2019-05-26
0,0,0,0,0,2019-05-27
3,10,0,15,10,2019-05-28
0,1,0,2,0,2019-05-29
7,8,13,12,10,2019-05-30
2,3,0,5,5,2019-05-31
0,0,0,0,0,2019-06-01
58,40,54,61,40,2019-06-02
0,0,0,0,0,2019-06-03
0,0,0,0,0,2019-06-04
0,0,0,0,0,2019-06-05
0,0,0,0,0,2019-06-06
0,0,0,0,0,2019-06-07
0,0,2,0,0,2019-06-08
0,0,0,0,0,2019-06-09
0,5,0,9,0,2019-06-10
236,154,166,235,175,2019-06-11
0,0,0,0,0,2019-06-12
17,6,0,8,8,2019-06-13
50,33,50,52,17,2019-06-14
91,39,65,51,71,2019-06-15
0,0,2,0,0,2019-06-16
0,0,0,0,0,2019-06-17
0,0,0,0,0,2019-06-18
0,0,0,0,0,2019-06-19
147,54,13,37,381,2019-06-20
0,0,0,0,2,2019-06-21
0,0,0,0,0,2019-06-22
0,0,0,0,0,2019-06-23
0,0,0,0,0,2019-06-24
138,105,53,164,83,2019-06-25
0,0,8,0,0,2019-06-26
0,2,0,3,0,2019-06-27
0,0,0,0,0,2019-06-28
31,92,47,138,184,2019-06-29
125,36,87,31,174,2019-06-30
0,0,0,0,0,2019-07-01
0,0,0,0,0,2019-07-02
0,0,0,0,0,2019-07-03
0,0,0,0,0,2019-07-04
3,17,68,27,10,2019-07-05
10,4,29,0,48,2019-07-06
0,0,0,0,0,2019-07-07
0,0,0,0,0,2019-07-08
0,0,0,0,0,2019-07-09
0,0,0,0,0,2019-07-10
293,117,282,153,374,2019-07-11
0,0,0,0,0,2019-07-12
22,2,72,0,12,2019-07-13
12,0,2,0,0,2019-07-14
0,0,0,0,0,2019-07-15
0,0,0,0,0,2019-07-16
0,1,128,0,0,2019-07-17
0,0,0,0,0,2019-07-18
13,23,41,39,10,2019-07-19
0,0,0,0,0,2019-07-20
0,11,22,0,156,2019-07-21
0,0,0,0,0,2019-07-22
0,0,0,0,0,2019-07-23
0,0,0,0,0,2019-07-24
0,0,4,0,0,2019-07-25
0,1,0,2,0,2019-07-26
0,2,5,0,28,2019-07-27
0,8,0,15,0,2019-07-28
0,0,0,0,0,2019-07-29
0,1,72,0,20,2019-07-30
0,0,2,0,2,2019-07-31
0,0,0,0,0,2019-08-01
0,0,0,0,0,2019-08-02
0,0,2,0,0,2019-08-03
0,1,0,2,0,2019-08-04
0,0,0,0,0,2019-08-05
0,0,0,0,0,2019-08-06
2,0,5,0,2,2019-08-07
50,65,3,97,138,2019-08-08
57,36,56,61,32,2019-08-09
2,2,23,4,9,2019-08-10
0,0,0,0,0,2019-08-11
12,14,21,23,5,2019-08-12
0,0,0,0,0,2019-08-13
0,0,0,0,0,2019-08-14
6,0,0,0,0,2019-08-15
19,0,2,0,9,2019-08-16
189,30,0,37,13,2019-08-17
0,0,0,0,0,2019-08-18
0,0,0,0,2,2019-08-19
0,0,0,0,0,2019-08-20
37,22,8,29,52,2019-08-21
0,0,0,0,2,2019-08-22
0,0,0,0,0,2019-08-23
0,0,0,0,0,2019-08-24
0,0,0,0,0,2019-08-25
0,1,0,2,0,2019-08-26
0,0,0,0,0,2019-08-27
109,98,98,104,81,2019-08-28
0,0,0,0,0,2019-08-29
42,52,52,97,38,2019-08-30
0,0,0,0,0,2019-08-31
0,1,1,0,2,2019-09-01
304,274,274,230,290,2019-09-02
11,14,14,25,4,2019-09-03
200,171,171,210,101,2019-09-04
0,1,1,2,0,2019-09-05
0,0,0,0,0,2019-09-06
95,125,125,99,180,2019-09-07
12,6,6,0,7,2019-09-08
0,0,0,0,0,2019-09-09
29,27,27,23,26,2019-09-10
21,26,26,37,22,2019-09-11
0,0,0,0,0,2019-09-12
0,0,0,0,0,2019-09-13
72,57,57,67,31,2019-09-14
0,0,0,0,0,2019-09-15
0,0,0,0,0,2019-09-16
0,0,0,0,0,2019-09-17
0,0,0,0,0,2019-09-18
0,0,0,0,0,2019-09-19
0,0,0,0,0,2019-09-20
4,2,2,2,0,2019-09-21
0,0,0,0,0,2019-09-22
21,25,25,25,29,2019-09-23
0,2,2,5,0,2019-09-24
18,6,6,2,0,2019-09-25
91,90,90,70,109,2019-09-26
0,2,2,2,2,2019-09-27
41,38,38,44,32,2019-09-28
2,2,2,4,0,2019-09-29
0,2,2,0,5,2019-09-30
366,427,427,380,533,2019-10-01
2,1,1,2,0,2019-10-02
26,24,24,28,17,2019-10-03
26,25,25,25,22,2019-10-04
0,1,1,2,0,2019-10-05
0,1,1,0,2,2019-10-06
84,81,81,81,80,2019-10-07
3,1,1,2,0,2019-10-08
0,0,0,0,0,2019-10-09
0,0,0,0,0,2019-10-10
0,0,0,0,0,2019-10-11
2,6,6,2,14,2019-10-12
3,2,2,4,0,2019-10-13
0,0,0,0,0,2019-10-14
0,1,1,2,0,2019-10-15
45,47,47,59,35,2019-10-16
396,399,399,370,434,2019-10-17
2,3,3,4,2,2019-10-18
0,0,0,0,0,2019-10-19
0,0,0,0,0,2019-10-20
0,0,0,0,0,2019-10-21
104,109,109,129,92,2019-10-22
150,137,137,114,149,2019-10-23
0,0,0,0,0,2019-10-24
0,0,0,0,0,2019-10-25
0,0,0,0,0,2019-10-26
327,291,291,299,249,2019-10-27
4,4,4,2,4,2019-10-28
0,1,1,0,2,2019-10-29
