McTavish,Bellevue,Assomption,Trudeau,StHubert,heure,date
2,0,0,3,2,10,2014-10-28
0,0,0,0,0,11,2014-10-28
0,0,0,0,0,12,2014-10-28
0,0,0,0,0,13,2014-10-28
0,0,0,0,0,14,2014-10-28
0,0,0,0,0,15,2014-10-28
0,0,0,0,0,16,2014-10-28
0,0,0,0,0,17,2014-10-28
0,0,0,0,0,18,2014-10-28
0,0,0,0,0,19,2014-10-28
4,0,30,4,0,20,2014-10-28
2,0,0,2,0,21,2014-10-28
0,2,0,10,0,22,2014-10-28
2,0,0,0,0,23,2014-10-28
2,2,0,2,5,0,2014-10-29
8,7,0,7,5,1,2014-10-29
2,0,10,2,0,2,2014-10-29
0,0,0,0,0,3,2014-10-29
0,0,0,0,2,4,2014-10-29
0,0,0,0,0,5,2014-10-29
0,0,0,0,0,6,2014-10-29
0,0,0,0,0,7,2014-10-29
0,0,0,0,0,8,2014-10-29
0,0,0,0,0,9,2014-10-29
0,0,0,0,0,10,2014-10-29
0,0,0,0,0,11,2014-10-29
0,0,0,0,0,12,2014-10-29
0,0,0,0,0,13,2014-10-29
0,0,0,0,0,14,2014-10-29
0,0,0,0,0,15,2014-10-29
0,0,0,0,0,16,2014-10-29
0,0,0,0,0,17,2014-10-29
0,0,0,0,0,18,2014-10-29
0,0,0,0,0,19,2014-10-29
0,0,0,0,0,20,2014-10-29
0,0,0,0,0,21,2014-10-29
0,0,0,0,0,22,2014-10-29
0,0,0,0,0,23,2014-10-29
0,0,0,0,0,0,2014-10-30
0,0,0,0,0,1,2014-10-30
0,0,0,0,0,2,2014-10-30
0,0,0,0,0,3,2014-10-30
0,0,0,0,0,4,2014-10-30
0,0,0,0,0,5,2014-10-30
0,0,0,0,0,6,2014-10-30
0,0,0,0,0,7,2014-10-30
0,0,0,0,0,8,2014-10-30
0,0,0,0,0,9,2014-10-30
0,0,0,0,0,10,2014-10-30
0,0,0,0,0,11,2014-10-30
0,0,0,0,0,12,2014-10-30
0,0,0,0,0,13,2014-10-30
0,0,0,0,0,14,2014-10-30
0,0,0,0,0,15,2014-10-30
0,0,0,0,0,16,2014-10-30
0,0,0,0,0,17,2014-10-30
0,0,0,0,0,18,2014-10-30
0,0,0,0,0,19,2014-10-30
0,0,0,0,0,20,2014-10-30
0,0,0,0,0,21,2014-10-30
0,0,0,0,0,22,2014-10-30
0,0,0,0,0,23,2014-10-30
0,0,0,0,0,0,2014-10-31
0,0,0,0,0,1,2014-10-31
0,0,0,0,0,2,2014-10-31
0,0,0,0,0,3,2014-10-31
0,0,0,0,0,4,2014-10-31
0,0,0,0,0,5,2014-10-31
0,0,0,0,0,6,2014-10-31
0,0,0,0,0,7,2014-10-31
0,0,0,0,0,8,2014-10-31
0,0,0,0,0,9,2014-10-31
0,0,0,0,0,10,2014-10-31
0,0,0,0,0,11,2014-10-31
0,0,0,0,0,12,2014-10-31
0,0,0,0,0,13,2014-10-31
0,0,0,0,0,14,2014-10-31
0,0,0,0,0,15,2014-10-31
0,0,0,0,0,16,2014-10-31
0,0,0,0,0,17,2014-10-31
0,0,0,0,0,18,2014-10-31
0,0,0,0,0,19,2014-10-31
0,0,0,0,0,20,2014-10-31
0,0,0,0,0,21,2014-10-31
0,0,0,0,0,22,2014-10-31
0,0,0,0,0,23,2014-10-31
0,0,0,0,0,0,2015-05-01
0,0,0,0,0,1,2015-05-01
0,0,0,0,0,2,2015-05-01
0,0,0,0,0,3,2015-05-01
0,0,0,0,0,4,2015-05-01
0,0,0,0,0,5,2015-05-01
0,0,0,0,0,6,2015-05-01
0,0,0,0,0,7,2015-05-01
0,0,0,0,0,8,2015-05-01
0,0,0,0,0,9,2015-05-01
0,0,0,0,0,10,2015-05-01
0,0,0,0,0,11,2015-05-01
0,0,0,0,0,12,2015-05-01
0,0,0,0,0,13,2015-05-01
0,0,0,0,0,14,2015-05-01
0,0,0,0,0,15,2015-05-01
0,0,0,0,0,16,2015-05-01
0,0,0,0,0,17,2015-05-01
0,0,0,0,0,18,2015-05-01
0,0,0,0,0,19,2015-05-01
0,0,0,0,0,20,2015-05-01
0,0,0,0,0,21,2015-05-01
0,0,0,0,0,22,2015-05-01
0,0,0,0,0,23,2015-05-01
0,0,0,0,0,0,2015-05-02
0,0,0,0,0,1,2015-05-02
0,0,0,0,0,2,2015-05-02
0,0,0,0,0,3,2015-05-02
0,0,0,0,0,4,2015-05-02
0,0,0,0,0,5,2015-05-02
0,0,0,0,0,6,2015-05-02
0,0,0,0,0,7,2015-05-02
0,0,0,0,0,8,2015-05-02
0,0,0,0,0,9,2015-05-02
0,0,0,0,0,10,2015-05-02
0,0,0,0,0,11,2015-05-02
0,0,0,0,0,12,2015-05-02
0,0,0,0,0,13,2015-05-02
0,0,0,0,0,14,2015-05-02
0,0,0,0,0,15,2015-05-02
0,0,0,0,0,16,2015-05-02
0,0,0,0,0,17,2015-05-02
0,0,0,0,0,18,2015-05-02
0,0,0,0,0,19,2015-05-02
0,0,0,2,0,20,2015-05-02
0,0,0,0,0,21,2015-05-02
0,0,0,0,0,22,2015-05-02
0,0,0,0,0,23,2015-05-02
0,0,0,0,0,0,2015-05-03
0,0,0,0,0,1,2015-05-03
0,0,0,0,0,2,2015-05-03
0,0,0,2,0,3,2015-05-03
0,0,0,0,0,4,2015-05-03
0,0,0,0,0,5,2015-05-03
0,0,0,0,0,6,2015-05-03
0,0,0,0,0,7,2015-05-03
0,0,0,0,0,8,2015-05-03
0,0,0,0,0,9,2015-05-03
0,0,0,0,0,10,2015-05-03
0,0,0,0,0,11,2015-05-03
0,0,0,0,0,12,2015-05-03
0,0,0,0,0,13,2015-05-03
0,0,0,0,0,14,2015-05-03
0,0,0,0,0,15,2015-05-03
0,0,0,0,0,16,2015-05-03
0,0,0,0,0,17,2015-05-03
0,0,0,0,0,18,2015-05-03
0,0,0,0,0,19,2015-05-03
0,0,0,0,0,20,2015-05-03
0,0,0,0,0,21,2015-05-03
0,0,0,0,0,22,2015-05-03
0,0,0,0,0,23,2015-05-03
0,0,0,0,0,0,2015-05-04
0,0,0,0,0,1,2015-05-04
0,0,0,0,0,2,2015-05-04
0,0,0,0,0,3,2015-05-04
0,0,0,0,0,4,2015-05-04
0,0,0,0,0,5,2015-05-04
0,0,0,0,0,6,2015-05-04
0,0,0,0,0,7,2015-05-04
0,0,0,0,0,8,2015-05-04
0,0,0,0,0,9,2015-05-04
0,0,0,0,0,10,2015-05-04
0,0,0,0,0,11,2015-05-04
0,0,0,0,0,12,2015-05-04
0,0,0,0,0,13,2015-05-04
0,0,0,0,0,14,2015-05-04
0,0,0,0,0,15,2015-05-04
0,0,0,0,0,16,2015-05-04
0,0,0,0,0,17,2015-05-04
0,0,0,0,0,18,2015-05-04
6,2,0,0,2,19,2015-05-04
2,5,0,2,0,20,2015-05-04
10,5,0,5,5,21,2015-05-04
0,0,0,0,0,22,2015-05-04
0,0,0,0,0,23,2015-05-04
0,0,0,0,0,0,2015-05-05
0,0,0,0,0,1,2015-05-05
0,0,0,0,0,2,2015-05-05
0,0,0,0,0,3,2015-05-05
0,0,0,2,0,4,2015-05-05
0,0,0,0,0,5,2015-05-05
0,0,0,0,0,6,2015-05-05
0,0,0,0,0,7,2015-05-05
0,0,0,0,0,8,2015-05-05
0,0,0,0,0,9,2015-05-05
2,0,0,0,0,10,2015-05-05
0,0,0,0,0,11,2015-05-05
0,0,0,0,0,12,2015-05-05
0,0,0,0,0,13,2015-05-05
0,0,0,0,0,14,2015-05-05
0,0,0,0,0,15,2015-05-05
0,0,0,0,0,16,2015-05-05
0,0,0,0,0,17,2015-05-05
0,0,0,0,0,18,2015-05-05
0,0,0,0,0,19,2015-05-05
0,0,0,0,0,20,2015-05-05
0,0,0,0,0,21,2015-05-05
0,0,0,0,0,22,2015-05-05
0,0,0,0,0,23,2015-05-05
0,0,0,0,0,0,2015-05-06
0,0,0,0,0,1,2015-05-06
0,0,0,0,0,2,2015-05-06
0,0,0,0,0,3,2015-05-06
0,0,0,0,0,4,2015-05-06
0,0,0,0,0,5,2015-05-06
0,0,0,0,0,6,2015-05-06
0,0,0,0,0,7,2015-05-06
0,0,0,0,0,8,2015-05-06
0,0,0,0,0,9,2015-05-06
0,0,0,0,0,10,2015-05-06
0,0,0,0,0,11,2015-05-06
0,0,10,0,0,12,2015-05-06
0,0,0,0,0,13,2015-05-06
0,0,0,0,0,14,2015-05-06
0,0,0,0,0,15,2015-05-06
0,0,0,0,0,16,2015-05-06
0,0,0,0,0,17,2015-05-06
0,0,0,0,0,18,2015-05-06
0,0,0,0,0,19,2015-05-06
0,0,0,0,0,20,2015-05-06
0,0,0,0,0,21,2015-05-06
0,0,0,0,0,22,2015-05-06
0,0,0,0,0,23,2015-05-06
0,0,0,0,0,0,2015-05-07
0,0,0,0,0,1,2015-05-07
0,0,0,0,0,2,2015-05-07
0,0,0,0,0,3,2015-05-07
0,0,0,0,0,4,2015-05-07
0,0,0,0,0,5,2015-05-07
0,0,0,0,0,6,2015-05-07
0,0,0,0,0,7,2015-05-07
0,0,0,0,0,8,2015-05-07
0,0,0,0,0,9,2015-05-07
0,0,0,0,0,10,2015-05-07
0,0,0,0,0,11,2015-05-07
0,0,0,0,0,12,2015-05-07
0,0,0,0,0,13,2015-05-07
0,0,0,0,0,14,2015-05-07
0,0,0,0,0,15,2015-05-07
0,0,0,0,0,16,2015-05-07
0,0,0,0,0,17,2015-05-07
0,0,0,0,0,18,2015-05-07
0,0,0,0,0,19,2015-05-07
0,0,0,0,0,20,2015-05-07
0,0,0,0,0,21,2015-05-07
0,0,0,0,0,22,2015-05-07
0,0,0,0,0,23,2015-05-07
0,0,0,0,0,0,2015-05-08
0,0,0,0,0,1,2015-05-08
0,0,0,0,0,2,2015-05-08
0,0,0,0,0,3,2015-05-08
0,0,0,0,0,4,2015-05-08
0,0,0,0,0,5,2015-05-08
0,0,0,0,0,6,2015-05-08
0,0,0,0,0,7,2015-05-08
0,0,0,0,0,8,2015-05-08
0,0,0,0,0,9,2015-05-08
0,0,0,0,0,10,2015-05-08
0,0,0,0,0,11,2015-05-08
0,0,0,0,0,12,2015-05-08
0,0,0,0,0,13,2015-05-08
0,0,0,0,0,14,2015-05-08
0,0,0,0,0,15,2015-05-08
0,0,0,0,0,16,2015-05-08
0,0,0,0,0,17,2015-05-08
0,0,0,0,0,18,2015-05-08
0,0,0,0,0,19,2015-05-08
0,0,0,0,0,20,2015-05-08
0,0,0,0,0,21,2015-05-08
0,0,0,0,0,22,2015-05-08
0,0,0,0,0,23,2015-05-08
0,0,0,0,0,0,2015-05-09
0,0,0,0,0,1,2015-05-09
0,0,0,0,0,2,2015-05-09
0,0,0,0,0,3,2015-05-09
0,0,0,0,0,4,2015-05-09
0,0,0,0,0,5,2015-05-09
0,0,0,0,0,6,2015-05-09
0,0,0,0,0,7,2015-05-09
0,0,0,0,0,8,2015-05-09
0,0,0,0,0,9,2015-05-09
0,0,0,0,0,10,2015-05-09
0,0,0,0,0,11,2015-05-09
0,0,0,0,0,12,2015-05-09
0,0,0,0,0,13,2015-05-09
0,0,0,0,0,14,2015-05-09
0,0,0,0,0,15,2015-05-09
0,0,0,0,0,16,2015-05-09
24,22,0,72,0,17,2015-05-09
20,0,0,8,40,18,2015-05-09
6,0,0,4,0,19,2015-05-09
0,0,80,0,0,20,2015-05-09
0,0,0,0,0,21,2015-05-09
0,0,0,0,0,22,2015-05-09
0,0,0,0,0,23,2015-05-09
0,0,0,0,0,0,2015-05-10
0,0,0,0,0,1,2015-05-10
0,0,0,0,0,2,2015-05-10
0,0,0,0,0,3,2015-05-10
0,0,0,0,0,4,2015-05-10
0,0,0,0,0,5,2015-05-10
0,0,0,0,0,6,2015-05-10
0,0,0,0,0,7,2015-05-10
0,0,0,0,0,8,2015-05-10
0,0,0,0,0,9,2015-05-10
2,0,0,0,0,10,2015-05-10
0,0,0,0,0,11,2015-05-10
0,0,0,0,0,12,2015-05-10
0,0,0,0,0,13,2015-05-10
0,0,0,0,0,14,2015-05-10
0,0,0,0,0,15,2015-05-10
0,0,0,0,0,16,2015-05-10
0,0,0,0,0,17,2015-05-10
0,0,0,0,0,18,2015-05-10
0,0,0,0,0,19,2015-05-10
0,0,0,0,0,20,2015-05-10
0,0,0,0,0,21,2015-05-10
0,0,0,0,0,22,2015-05-10
0,0,0,0,0,23,2015-05-10
4,4,0,10,2,0,2015-05-11
2,0,0,0,0,1,2015-05-11
0,4,0,2,2,2,2015-05-11
12,2,0,8,2,3,2015-05-11
20,5,0,10,25,4,2015-05-11
42,11,0,41,45,5,2015-05-11
24,28,20,27,32,6,2015-05-11
44,50,0,41,32,7,2015-05-11
46,22,20,44,42,8,2015-05-11
10,5,20,4,10,9,2015-05-11
4,0,30,0,5,10,2015-05-11
0,0,10,0,0,11,2015-05-11
0,0,0,0,0,12,2015-05-11
0,0,0,0,0,13,2015-05-11
0,0,0,0,0,14,2015-05-11
0,0,0,0,0,15,2015-05-11
0,0,0,0,0,16,2015-05-11
0,0,0,0,0,17,2015-05-11
0,0,0,0,0,18,2015-05-11
0,0,0,0,0,19,2015-05-11
0,0,0,0,0,20,2015-05-11
0,0,0,0,0,21,2015-05-11
0,0,0,0,0,22,2015-05-11
0,0,0,2,0,23,2015-05-11
0,0,0,0,0,0,2015-05-12
0,0,0,0,0,1,2015-05-12
0,0,0,0,0,2,2015-05-12
10,11,0,10,2,3,2015-05-12
8,8,30,6,8,4,2015-05-12
2,2,0,0,0,5,2015-05-12
0,2,0,3,5,6,2015-05-12
4,0,0,0,0,7,2015-05-12
0,0,0,0,0,8,2015-05-12
0,0,0,0,0,9,2015-05-12
0,0,0,0,0,10,2015-05-12
30,0,0,17,5,11,2015-05-12
0,0,0,0,0,12,2015-05-12
28,20,20,52,0,13,2015-05-12
4,3,0,2,8,14,2015-05-12
0,0,0,0,0,15,2015-05-12
0,0,0,0,0,16,2015-05-12
2,0,0,0,0,17,2015-05-12
0,0,0,0,0,18,2015-05-12
0,0,10,0,0,19,2015-05-12
0,0,0,0,0,20,2015-05-12
0,0,0,0,0,21,2015-05-12
0,0,0,0,0,22,2015-05-12
0,0,0,0,0,23,2015-05-12
0,0,0,0,0,0,2015-05-13
0,0,0,0,0,1,2015-05-13
2,0,0,0,0,2,2015-05-13
0,0,0,0,0,3,2015-05-13
0,0,0,0,0,4,2015-05-13
0,0,0,0,0,5,2015-05-13
0,0,0,0,0,6,2015-05-13
0,0,0,0,0,7,2015-05-13
0,0,0,0,0,8,2015-05-13
0,0,0,0,0,9,2015-05-13
0,0,0,0,0,10,2015-05-13
0,0,0,0,0,11,2015-05-13
0,0,0,0,0,12,2015-05-13
0,0,0,0,0,13,2015-05-13
0,0,0,0,0,14,2015-05-13
0,0,0,0,0,15,2015-05-13
0,0,0,0,0,16,2015-05-13
0,0,0,0,0,17,2015-05-13
0,0,0,0,0,18,2015-05-13
0,0,0,0,0,19,2015-05-13
0,0,0,0,0,20,2015-05-13
0,0,0,0,0,21,2015-05-13
0,0,0,0,0,22,2015-05-13
0,0,0,0,0,23,2015-05-13
0,0,0,0,0,0,2015-05-14
0,0,0,0,0,1,2015-05-14
0,0,0,2,0,2,2015-05-14
0,0,0,0,0,3,2015-05-14
0,0,0,0,0,4,2015-05-14
0,0,0,0,0,5,2015-05-14
0,0,0,0,0,6,2015-05-14
0,0,0,0,0,7,2015-05-14
0,0,0,0,0,8,2015-05-14
0,0,0,0,0,9,2015-05-14
0,0,0,0,0,10,2015-05-14
0,0,0,0,0,11,2015-05-14
0,0,0,0,0,12,2015-05-14
0,0,0,0,0,13,2015-05-14
0,0,0,0,0,14,2015-05-14
0,0,0,0,0,15,2015-05-14
0,0,0,0,0,16,2015-05-14
0,0,0,0,0,17,2015-05-14
0,0,0,0,0,18,2015-05-14
0,0,0,0,0,19,2015-05-14
0,0,0,0,0,20,2015-05-14
0,0,0,0,0,21,2015-05-14
0,0,0,0,0,22,2015-05-14
0,0,0,0,0,23,2015-05-14
0,0,0,0,0,0,2015-05-15
0,0,0,0,0,1,2015-05-15
0,0,0,0,0,2,2015-05-15
0,0,0,0,0,3,2015-05-15
0,0,0,0,0,4,2015-05-15
0,0,0,0,0,5,2015-05-15
0,0,0,0,0,6,2015-05-15
0,0,0,0,0,7,2015-05-15
0,0,0,0,0,8,2015-05-15
0,0,0,0,0,9,2015-05-15
0,0,0,0,0,10,2015-05-15
0,0,0,0,0,11,2015-05-15
0,0,0,0,0,12,2015-05-15
0,0,0,0,0,13,2015-05-15
0,0,0,0,0,14,2015-05-15
0,0,0,0,0,15,2015-05-15
0,0,0,0,0,16,2015-05-15
0,0,0,0,0,17,2015-05-15
0,0,0,0,0,18,2015-05-15
0,0,0,0,0,19,2015-05-15
0,0,0,0,0,20,2015-05-15
0,0,0,0,0,21,2015-05-15
0,0,0,0,0,22,2015-05-15
0,0,0,0,0,23,2015-05-15
0,0,0,0,0,0,2015-05-16
0,0,0,0,0,1,2015-05-16
0,0,0,0,0,2,2015-05-16
0,0,0,0,0,3,2015-05-16
0,0,0,0,0,4,2015-05-16
0,0,0,0,0,5,2015-05-16
0,0,0,0,0,6,2015-05-16
0,0,0,0,0,7,2015-05-16
0,0,0,0,0,8,2015-05-16
0,0,0,0,0,9,2015-05-16
0,0,0,0,0,10,2015-05-16
0,0,0,0,0,11,2015-05-16
0,0,0,0,0,12,2015-05-16
0,0,0,0,0,13,2015-05-16
0,0,0,0,0,14,2015-05-16
0,0,0,0,0,15,2015-05-16
0,0,0,0,0,16,2015-05-16
0,0,0,0,0,17,2015-05-16
0,0,0,0,2,18,2015-05-16
0,0,0,0,0,19,2015-05-16
0,0,0,0,0,20,2015-05-16
0,0,0,0,0,21,2015-05-16
0,0,0,0,0,22,2015-05-16
0,0,0,0,0,23,2015-05-16
0,0,0,0,0,0,2015-05-17
0,0,0,0,0,1,2015-05-17
0,0,0,0,0,2,2015-05-17
0,0,0,0,0,3,2015-05-17
0,0,0,0,0,4,2015-05-17
0,0,0,0,0,5,2015-05-17
0,0,0,0,0,6,2015-05-17
0,0,0,0,0,7,2015-05-17
0,0,0,0,0,8,2015-05-17
0,0,0,0,0,9,2015-05-17
0,0,0,0,0,10,2015-05-17
0,0,0,0,0,11,2015-05-17
0,0,0,0,0,12,2015-05-17
0,0,0,0,0,13,2015-05-17
0,0,0,0,0,14,2015-05-17
0,0,0,0,0,15,2015-05-17
0,0,0,0,0,16,2015-05-17
0,0,0,0,0,17,2015-05-17
0,0,0,0,0,18,2015-05-17
0,0,0,0,0,19,2015-05-17
0,0,0,2,0,20,2015-05-17
0,0,0,0,0,21,2015-05-17
0,0,0,2,0,22,2015-05-17
0,0,0,0,0,23,2015-05-17
0,0,0,0,0,0,2015-05-18
0,0,0,0,0,1,2015-05-18
0,0,0,0,0,2,2015-05-18
0,0,0,0,0,3,2015-05-18
0,0,0,0,0,4,2015-05-18
0,0,0,0,0,5,2015-05-18
0,0,0,0,0,6,2015-05-18
0,0,0,0,0,7,2015-05-18
0,0,0,0,0,8,2015-05-18
0,0,0,0,0,9,2015-05-18
0,0,0,0,0,10,2015-05-18
0,0,0,0,0,11,2015-05-18
0,0,0,0,0,12,2015-05-18
0,0,0,0,0,13,2015-05-18
0,0,0,0,0,14,2015-05-18
0,0,0,0,0,15,2015-05-18
0,0,0,0,0,16,2015-05-18
0,0,0,0,0,17,2015-05-18
0,0,0,0,0,18,2015-05-18
2,0,0,0,0,19,2015-05-18
140,0,120,20,33,20,2015-05-18
94,0,30,3,81,21,2015-05-18
0,0,0,0,0,22,2015-05-18
82,0,140,67,45,23,2015-05-18
0,0,0,0,23,0,2015-05-19
0,0,0,0,2,1,2015-05-19
0,0,0,0,0,2,2015-05-19
0,0,0,0,0,3,2015-05-19
0,0,0,0,0,4,2015-05-19
0,0,0,0,0,5,2015-05-19
0,0,0,0,0,6,2015-05-19
0,0,0,0,0,7,2015-05-19
0,0,0,0,0,8,2015-05-19
0,0,0,0,0,9,2015-05-19
0,0,0,0,0,10,2015-05-19
0,0,0,0,0,11,2015-05-19
0,0,17,0,0,12,2015-05-19
0,0,13,0,0,13,2015-05-19
0,0,0,0,0,14,2015-05-19
0,0,0,0,0,15,2015-05-19
0,0,0,0,0,16,2015-05-19
0,0,0,0,0,17,2015-05-19
0,0,0,0,0,18,2015-05-19
0,0,0,0,0,19,2015-05-19
0,0,0,0,0,20,2015-05-19
0,0,0,0,0,21,2015-05-19
0,0,0,0,0,22,2015-05-19
0,0,0,0,0,23,2015-05-19
0,0,0,0,0,0,2015-05-20
0,0,0,0,0,1,2015-05-20
0,0,0,0,0,2,2015-05-20
0,0,0,0,0,3,2015-05-20
0,0,0,0,0,4,2015-05-20
0,0,0,0,0,5,2015-05-20
0,0,0,0,0,6,2015-05-20
0,0,0,0,0,7,2015-05-20
0,0,0,0,0,8,2015-05-20
0,0,0,0,0,9,2015-05-20
0,0,0,0,0,10,2015-05-20
0,0,0,0,0,11,2015-05-20
0,0,0,0,0,12,2015-05-20
0,0,0,0,0,13,2015-05-20
0,0,0,0,0,14,2015-05-20
0,0,0,0,0,15,2015-05-20
0,0,0,0,0,16,2015-05-20
0,0,0,0,0,17,2015-05-20
0,0,0,0,0,18,2015-05-20
0,0,0,0,0,19,2015-05-20
0,0,0,0,0,20,2015-05-20
0,0,0,0,0,21,2015-05-20
0,0,0,0,0,22,2015-05-20
0,0,0,0,0,23,2015-05-20
0,0,0,0,0,0,2015-05-21
0,0,0,0,0,1,2015-05-21
0,0,0,0,0,2,2015-05-21
0,0,0,0,0,3,2015-05-21
0,0,0,0,0,4,2015-05-21
0,0,0,0,0,5,2015-05-21
0,0,0,0,0,6,2015-05-21
0,0,0,0,0,7,2015-05-21
0,0,0,0,0,8,2015-05-21
0,0,0,0,0,9,2015-05-21
0,0,0,0,0,10,2015-05-21
0,0,0,0,0,11,2015-05-21
0,0,0,0,0,12,2015-05-21
0,0,0,0,0,13,2015-05-21
0,0,0,0,0,14,2015-05-21
0,0,0,0,0,15,2015-05-21
0,0,0,0,0,16,2015-05-21
0,0,0,0,0,17,2015-05-21
0,0,0,0,0,18,2015-05-21
0,0,0,0,0,19,2015-05-21
0,0,0,0,0,20,2015-05-21
0,0,0,0,0,21,2015-05-21
0,0,0,0,0,22,2015-05-21
0,0,0,0,0,23,2015-05-21
0,0,0,0,0,0,2015-05-22
0,0,0,0,0,1,2015-05-22
0,0,0,0,0,2,2015-05-22
0,0,0,0,0,3,2015-05-22
0,0,0,0,0,4,2015-05-22
0,0,0,0,0,5,2015-05-22
0,0,0,0,0,6,2015-05-22
0,0,0,0,0,7,2015-05-22
0,0,0,0,0,8,2015-05-22
0,0,0,0,0,9,2015-05-22
0,0,0,0,0,10,2015-05-22
0,0,0,0,0,11,2015-05-22
0,0,0,0,2,12,2015-05-22
0,0,0,0,0,13,2015-05-22
2,0,0,0,2,14,2015-05-22
0,0,0,0,0,15,2015-05-22
0,0,0,0,0,16,2015-05-22
0,0,0,0,0,17,2015-05-22
0,0,10,0,0,18,2015-05-22
0,0,0,0,0,19,2015-05-22
0,0,0,0,0,20,2015-05-22
0,0,0,0,0,21,2015-05-22
0,0,0,0,0,22,2015-05-22
0,0,0,2,0,23,2015-05-22
0,0,0,0,0,0,2015-05-23
0,0,0,0,0,1,2015-05-23
0,0,0,0,0,2,2015-05-23
0,0,0,0,0,3,2015-05-23
0,0,0,0,0,4,2015-05-23
0,0,0,0,0,5,2015-05-23
0,0,0,0,0,6,2015-05-23
0,0,0,0,0,7,2015-05-23
0,0,0,0,0,8,2015-05-23
0,0,0,0,0,9,2015-05-23
0,0,0,0,0,10,2015-05-23
0,0,0,0,0,11,2015-05-23
0,0,0,0,0,12,2015-05-23
0,0,0,0,0,13,2015-05-23
0,0,10,0,0,14,2015-05-23
0,0,0,0,0,15,2015-05-23
0,0,0,0,0,16,2015-05-23
0,0,0,0,0,17,2015-05-23
0,0,0,0,0,18,2015-05-23
0,0,0,0,0,19,2015-05-23
0,0,0,0,0,20,2015-05-23
0,0,0,0,0,21,2015-05-23
0,0,0,0,0,22,2015-05-23
0,0,0,0,0,23,2015-05-23
0,0,0,0,0,0,2015-05-24
0,0,0,0,0,1,2015-05-24
0,0,0,0,0,2,2015-05-24
0,0,0,0,0,3,2015-05-24
0,0,0,0,0,4,2015-05-24
0,0,0,0,0,5,2015-05-24
0,0,0,0,0,6,2015-05-24
0,0,0,0,0,7,2015-05-24
0,0,0,0,0,8,2015-05-24
0,0,0,0,0,9,2015-05-24
0,0,0,0,0,10,2015-05-24
0,0,0,0,0,11,2015-05-24
0,0,0,0,0,12,2015-05-24
0,0,0,0,0,13,2015-05-24
0,0,0,0,0,14,2015-05-24
0,0,0,0,0,15,2015-05-24
0,0,0,0,0,16,2015-05-24
0,0,0,0,0,17,2015-05-24
0,0,0,0,0,18,2015-05-24
0,0,0,0,0,19,2015-05-24
0,0,0,0,0,20,2015-05-24
0,0,0,2,0,21,2015-05-24
0,0,0,0,0,22,2015-05-24
0,0,0,0,0,23,2015-05-24
0,0,0,0,0,0,2015-05-25
0,0,0,0,0,1,2015-05-25
0,0,0,0,0,2,2015-05-25
0,0,0,2,0,3,2015-05-25
0,0,0,0,0,4,2015-05-25
0,0,0,0,0,5,2015-05-25
0,0,0,0,0,6,2015-05-25
0,0,0,0,0,7,2015-05-25
0,0,0,0,0,8,2015-05-25
0,0,0,0,0,9,2015-05-25
0,0,0,0,0,10,2015-05-25
0,0,0,0,0,11,2015-05-25
0,0,0,0,0,12,2015-05-25
4,4,0,5,2,13,2015-05-25
10,13,0,10,5,14,2015-05-25
2,4,0,0,5,15,2015-05-25
4,10,20,6,2,16,2015-05-25
12,19,20,19,8,17,2015-05-25
24,57,18,49,15,18,2015-05-25
26,33,32,30,20,19,2015-05-25
16,24,20,12,15,20,2015-05-25
56,42,20,47,30,21,2015-05-25
38,0,40,2,48,22,2015-05-25
8,0,0,5,10,23,2015-05-25
26,54,10,28,20,0,2015-05-26
26,10,0,19,28,1,2015-05-26
0,0,0,0,0,2,2015-05-26
0,0,0,0,0,3,2015-05-26
0,0,0,0,0,4,2015-05-26
0,0,0,0,0,5,2015-05-26
0,0,0,0,0,6,2015-05-26
0,0,0,0,0,7,2015-05-26
0,0,0,0,0,8,2015-05-26
0,0,0,0,0,9,2015-05-26
0,0,0,0,0,10,2015-05-26
0,0,0,0,0,11,2015-05-26
0,0,0,0,0,12,2015-05-26
0,0,0,0,0,13,2015-05-26
0,0,0,0,0,14,2015-05-26
0,0,0,0,0,15,2015-05-26
0,0,0,0,0,16,2015-05-26
0,0,0,0,0,17,2015-05-26
0,0,0,0,0,18,2015-05-26
0,0,0,0,0,19,2015-05-26
0,0,0,0,0,20,2015-05-26
0,0,0,0,0,21,2015-05-26
0,0,0,0,0,22,2015-05-26
0,0,0,0,0,23,2015-05-26
0,0,0,0,0,0,2015-05-27
0,0,0,0,0,1,2015-05-27
0,9,0,0,0,2,2015-05-27
0,0,0,0,0,3,2015-05-27
0,0,0,0,0,4,2015-05-27
0,0,0,0,0,5,2015-05-27
0,0,0,0,0,6,2015-05-27
0,0,0,0,0,7,2015-05-27
0,0,0,0,0,8,2015-05-27
0,0,0,0,0,9,2015-05-27
0,0,0,0,0,10,2015-05-27
0,0,0,0,0,11,2015-05-27
0,0,0,0,0,12,2015-05-27
0,0,0,0,5,13,2015-05-27
0,0,0,0,0,14,2015-05-27
0,0,0,0,0,15,2015-05-27
0,0,0,0,0,16,2015-05-27
0,0,0,0,0,17,2015-05-27
0,0,0,0,0,18,2015-05-27
0,0,0,0,0,19,2015-05-27
0,0,0,0,0,20,2015-05-27
0,0,0,0,0,21,2015-05-27
0,0,0,0,0,22,2015-05-27
0,0,0,0,0,23,2015-05-27
0,0,0,0,0,0,2015-05-28
