NO_OUVRAGE,date,SURVERSE
3410-01D,2014-07-23,0
3410-01D,2014-07-24,0
3410-01D,2014-07-25,0
3410-01D,2014-07-26,0
3410-01D,2014-07-27,0
3410-01D,2014-07-28,1
3410-01D,2014-07-29,0
3410-01D,2014-07-30,0
3410-01D,2014-07-31,1
3410-02D,2014-07-01,0
3410-02D,2014-07-02,0
3410-02D,2014-07-03,0
3410-02D,2014-07-04,0
3410-02D,2014-07-05,0
3410-02D,2014-07-06,0
3410-02D,2014-07-07,0
3410-02D,2014-07-08,0
3410-02D,2014-07-09,0
3410-02D,2014-07-10,0
3410-02D,2014-07-11,0
3410-02D,2014-07-12,0
3410-02D,2014-07-13,0
3410-02D,2014-07-14,0
3410-02D,2014-07-15,0
3410-02D,2014-07-16,0
3410-02D,2014-07-17,0
3410-02D,2014-07-18,0
3410-02D,2014-07-19,0
3410-02D,2014-07-20,0
3410-02D,2014-07-21,0
3410-02D,2014-07-22,0
3410-02D,2014-07-23,0
3410-02D,2014-07-24,0
3410-02D,2014-07-25,0
3410-02D,2014-07-26,0
3410-02D,2014-07-27,0
3410-02D,2014-07-28,0
3410-02D,2014-07-29,0
3410-02D,2014-07-30,0
3410-02D,2014-07-31,1
3411-01D,2014-07-01,0
3411-01D,2014-07-02,0
3411-01D,2014-07-03,0
3411-01D,2014-07-04,0
3411-01D,2014-07-05,0
3411-01D,2014-07-06,0
3411-01D,2014-07-07,0
3411-01D,2014-07-08,0
3411-01D,2014-07-09,0
3411-01D,2014-07-10,0
3411-01D,2014-07-11,0
3411-01D,2014-07-12,0
3411-01D,2014-07-13,0
3411-01D,2014-07-14,0
3411-01D,2014-07-15,0
3411-01D,2014-07-16,0
3411-01D,2014-07-17,0
3411-01D,2014-07-18,0
3411-01D,2014-07-19,0
3411-01D,2014-07-20,0
3411-01D,2014-07-21,0
3411-01D,2014-07-22,0
3411-01D,2014-07-23,0
3411-01D,2014-07-24,0
3411-01D,2014-07-25,0
3411-01D,2014-07-26,0
3411-01D,2014-07-27,0
3411-01D,2014-07-28,0
3411-01D,2014-07-29,0
3411-01D,2014-07-30,0
3411-01D,2014-07-31,1
3450-01D,2014-07-01,0
3450-01D,2014-07-02,0
3450-01D,2014-07-03,0
3450-01D,2014-07-04,0
3450-01D,2014-07-05,0
3450-01D,2014-07-06,0
3450-01D,2014-07-07,0
3450-01D,2014-07-08,0
3450-01D,2014-07-09,0
3450-01D,2014-07-10,0
3450-01D,2014-07-11,0
3450-01D,2014-07-12,0
3450-01D,2014-07-13,0
3450-01D,2014-07-14,0
3450-01D,2014-07-15,0
3450-01D,2014-07-16,0
3450-01D,2014-07-17,0
3450-01D,2014-07-18,0
3450-01D,2014-07-19,0
3450-01D,2014-07-20,0
3450-01D,2014-07-21,0
3450-01D,2014-07-22,0
3450-01D,2014-07-23,0
3450-01D,2014-07-24,0
3450-01D,2014-07-25,0
3450-01D,2014-07-26,0
3450-01D,2014-07-27,0
3450-01D,2014-07-28,0
3450-01D,2014-07-29,0
3450-01D,2014-07-30,0
3450-01D,2014-07-31,0
3450-02D,2014-07-01,0
3450-02D,2014-07-02,0
3450-02D,2014-07-03,0
3450-02D,2014-07-04,0
3450-02D,2014-07-05,0
3450-02D,2014-07-06,0
3450-02D,2014-07-07,0
3450-02D,2014-07-08,0
3450-02D,2014-07-09,0
3450-02D,2014-07-10,0
3450-02D,2014-07-11,0
3450-02D,2014-07-12,0
3450-02D,2014-07-13,0
3450-02D,2014-07-14,0
3450-02D,2014-07-15,0
3450-02D,2014-07-16,0
3450-02D,2014-07-17,0
3450-02D,2014-07-18,0
3450-02D,2014-07-19,0
3450-02D,2014-07-20,0
3450-02D,2014-07-21,0
3450-02D,2014-07-22,0
3450-02D,2014-07-23,0
3450-02D,2014-07-24,0
3450-02D,2014-07-25,0
3450-02D,2014-07-26,0
3450-02D,2014-07-27,0
3450-02D,2014-07-28,0
3450-02D,2014-07-29,0
3450-02D,2014-07-30,0
3450-02D,2014-07-31,0
3460-01D,2014-07-01,0
3460-01D,2014-07-02,0
3460-01D,2014-07-03,0
3460-01D,2014-07-04,0
3460-01D,2014-07-05,0
3460-01D,2014-07-06,0
3460-01D,2014-07-07,0
3460-01D,2014-07-08,0
3460-01D,2014-07-09,0
3460-01D,2014-07-10,0
3460-01D,2014-07-11,0
3460-01D,2014-07-12,0
3460-01D,2014-07-13,0
3460-01D,2014-07-14,0
3460-01D,2014-07-15,0
3460-01D,2014-07-16,0
3460-01D,2014-07-17,0
3460-01D,2014-07-18,0
3460-01D,2014-07-19,0
3460-01D,2014-07-20,0
3460-01D,2014-07-21,0
3460-01D,2014-07-22,0
3460-01D,2014-07-23,0
3460-01D,2014-07-24,0
3460-01D,2014-07-25,0
3460-01D,2014-07-26,0
3460-01D,2014-07-27,0
3460-01D,2014-07-28,0
3460-01D,2014-07-29,0
3460-01D,2014-07-30,0
3460-01D,2014-07-31,0
3480-01D,2014-07-01,0
3480-01D,2014-07-02,0
3480-01D,2014-07-03,0
3480-01D,2014-07-04,0
3480-01D,2014-07-05,0
3480-01D,2014-07-06,0
3480-01D,2014-07-07,0
3480-01D,2014-07-08,0
3480-01D,2014-07-09,0
3480-01D,2014-07-10,0
3480-01D,2014-07-11,0
3480-01D,2014-07-12,0
3480-01D,2014-07-13,0
3480-01D,2014-07-14,0
3480-01D,2014-07-15,0
3480-01D,2014-07-16,0
3480-01D,2014-07-17,0
3480-01D,2014-07-18,0
3480-01D,2014-07-19,0
3480-01D,2014-07-20,0
3480-01D,2014-07-21,0
3480-01D,2014-07-22,0
3480-01D,2014-07-23,0
3480-01D,2014-07-24,0
3480-01D,2014-07-25,0
3480-01D,2014-07-26,0
3480-01D,2014-07-27,0
3480-01D,2014-07-28,0
3480-01D,2014-07-29,0
3480-01D,2014-07-30,0
3480-01D,2014-07-31,0
3480-02D,2014-07-01,0
3480-02D,2014-07-02,0
3480-02D,2014-07-03,0
3480-02D,2014-07-04,0
3480-02D,2014-07-05,0
3480-02D,2014-07-06,0
3480-02D,2014-07-07,0
3480-02D,2014-07-08,0
3480-02D,2014-07-09,0
3480-02D,2014-07-10,0
3480-02D,2014-07-11,0
3480-02D,2014-07-12,0
3480-02D,2014-07-13,0
3480-02D,2014-07-14,0
3480-02D,2014-07-15,0
3480-02D,2014-07-16,0
3480-02D,2014-07-17,0
3480-02D,2014-07-18,0
3480-02D,2014-07-19,0
3480-02D,2014-07-20,0
3480-02D,2014-07-21,0
3480-02D,2014-07-22,0
3480-02D,2014-07-23,0
3480-02D,2014-07-24,0
3480-02D,2014-07-25,0
3480-02D,2014-07-26,0
3480-02D,2014-07-27,0
3480-02D,2014-07-28,0
3480-02D,2014-07-29,0
3480-02D,2014-07-30,0
3480-02D,2014-07-31,0
3480-03D,2014-07-01,0
3480-03D,2014-07-02,0
3480-03D,2014-07-03,0
3480-03D,2014-07-04,0
3480-03D,2014-07-05,0
3480-03D,2014-07-06,0
3480-03D,2014-07-07,0
3480-03D,2014-07-08,0
3480-03D,2014-07-09,0
3480-03D,2014-07-10,0
3480-03D,2014-07-11,0
3480-03D,2014-07-12,0
3480-03D,2014-07-13,0
3480-03D,2014-07-14,0
3480-03D,2014-07-15,0
3480-03D,2014-07-16,0
3480-03D,2014-07-17,0
3480-03D,2014-07-18,0
3480-03D,2014-07-19,0
3480-03D,2014-07-20,0
3480-03D,2014-07-21,0
3480-03D,2014-07-22,0
3480-03D,2014-07-23,0
3480-03D,2014-07-24,0
3480-03D,2014-07-25,0
3480-03D,2014-07-26,0
3480-03D,2014-07-27,0
3480-03D,2014-07-28,0
3480-03D,2014-07-29,0
3480-03D,2014-07-30,0
3480-03D,2014-07-31,1
3480-05D,2014-07-01,0
3480-05D,2014-07-02,0
3480-05D,2014-07-03,0
3480-05D,2014-07-04,0
3480-05D,2014-07-05,0
3480-05D,2014-07-06,0
3480-05D,2014-07-07,0
3480-05D,2014-07-08,0
3480-05D,2014-07-09,0
3480-05D,2014-07-10,0
3480-05D,2014-07-11,0
3480-05D,2014-07-12,0
3480-05D,2014-07-13,0
3480-05D,2014-07-14,0
3480-05D,2014-07-15,0
3480-05D,2014-07-16,0
3480-05D,2014-07-17,0
3480-05D,2014-07-18,0
3480-05D,2014-07-19,0
3480-05D,2014-07-20,0
3480-05D,2014-07-21,0
3480-05D,2014-07-22,0
3480-05D,2014-07-23,0
3480-05D,2014-07-24,0
3480-05D,2014-07-25,0
3480-05D,2014-07-26,0
3480-05D,2014-07-27,0
3480-05D,2014-07-28,0
3480-05D,2014-07-29,0
3480-05D,2014-07-30,0
3480-05D,2014-07-31,0
3490-01D,2014-07-01,0
3490-01D,2014-07-02,0
3490-01D,2014-07-03,0
3490-01D,2014-07-04,0
3490-01D,2014-07-05,0
3490-01D,2014-07-06,0
3490-01D,2014-07-07,0
3490-01D,2014-07-08,0
3490-01D,2014-07-09,0
3490-01D,2014-07-10,0
3490-01D,2014-07-11,0
3490-01D,2014-07-12,0
3490-01D,2014-07-13,0
3490-01D,2014-07-14,0
3490-01D,2014-07-15,0
3490-01D,2014-07-16,0
3490-01D,2014-07-17,0
3490-01D,2014-07-18,0
3490-01D,2014-07-19,0
3490-01D,2014-07-20,0
3490-01D,2014-07-21,0
3490-01D,2014-07-22,0
3490-01D,2014-07-23,0
3490-01D,2014-07-24,0
3490-01D,2014-07-25,0
3490-01D,2014-07-26,0
3490-01D,2014-07-27,0
3490-01D,2014-07-28,0
3490-01D,2014-07-29,0
3490-01D,2014-07-30,0
3490-01D,2014-07-31,0
3490-02D,2014-07-01,0
3490-02D,2014-07-02,0
3490-02D,2014-07-03,0
3490-02D,2014-07-04,0
3490-02D,2014-07-05,0
3490-02D,2014-07-06,0
3490-02D,2014-07-07,0
3490-02D,2014-07-08,0
3490-02D,2014-07-09,0
3490-02D,2014-07-10,0
3490-02D,2014-07-11,0
3490-02D,2014-07-12,0
3490-02D,2014-07-13,0
3490-02D,2014-07-14,0
3490-02D,2014-07-15,0
3490-02D,2014-07-16,0
3490-02D,2014-07-17,0
3490-02D,2014-07-18,0
3490-02D,2014-07-19,0
3490-02D,2014-07-20,0
3490-02D,2014-07-21,0
3490-02D,2014-07-22,0
3490-02D,2014-07-23,0
3490-02D,2014-07-24,0
3490-02D,2014-07-25,0
3490-02D,2014-07-26,0
3490-02D,2014-07-27,0
3490-02D,2014-07-28,0
3490-02D,2014-07-29,0
3490-02D,2014-07-30,0
3490-02D,2014-07-31,0
3500-01D,2014-07-01,0
3500-01D,2014-07-02,0
3500-01D,2014-07-03,0
3500-01D,2014-07-04,0
3500-01D,2014-07-05,0
3500-01D,2014-07-06,0
3500-01D,2014-07-07,0
3500-01D,2014-07-08,0
3500-01D,2014-07-09,0
3500-01D,2014-07-10,0
3500-01D,2014-07-11,0
3500-01D,2014-07-12,0
3500-01D,2014-07-13,0
3500-01D,2014-07-14,0
3500-01D,2014-07-15,0
3500-01D,2014-07-16,0
3500-01D,2014-07-17,0
3500-01D,2014-07-18,0
3500-01D,2014-07-19,0
3500-01D,2014-07-20,0
3500-01D,2014-07-21,0
3500-01D,2014-07-22,0
3500-01D,2014-07-23,0
3500-01D,2014-07-24,0
3500-01D,2014-07-25,0
3500-01D,2014-07-26,0
3500-01D,2014-07-27,0
3500-01D,2014-07-28,0
3500-01D,2014-07-29,0
3500-01D,2014-07-30,0
3500-01D,2014-07-31,0
3500-02D,2014-07-01,0
3500-02D,2014-07-02,0
3500-02D,2014-07-03,0
3500-02D,2014-07-04,0
3500-02D,2014-07-05,0
3500-02D,2014-07-06,0
3500-02D,2014-07-07,0
3500-02D,2014-07-08,0
3500-02D,2014-07-09,0
3500-02D,2014-07-10,0
3500-02D,2014-07-11,0
3500-02D,2014-07-12,0
3500-02D,2014-07-13,0
3500-02D,2014-07-14,0
3500-02D,2014-07-15,0
3500-02D,2014-07-16,0
3500-02D,2014-07-17,0
3500-02D,2014-07-18,0
3500-02D,2014-07-19,0
3500-02D,2014-07-20,0
3500-02D,2014-07-21,0
3500-02D,2014-07-22,0
3500-02D,2014-07-23,0
3500-02D,2014-07-24,0
3500-02D,2014-07-25,0
3500-02D,2014-07-26,0
3500-02D,2014-07-27,0
3500-02D,2014-07-28,0
3500-02D,2014-07-29,0
3500-02D,2014-07-30,0
3500-02D,2014-07-31,0
3500-03D,2014-07-01,0
3500-03D,2014-07-02,0
3500-03D,2014-07-03,0
3500-03D,2014-07-04,0
3500-03D,2014-07-05,0
3500-03D,2014-07-06,0
3500-03D,2014-07-07,0
3500-03D,2014-07-08,0
3500-03D,2014-07-09,0
3500-03D,2014-07-10,0
3500-03D,2014-07-11,0
3500-03D,2014-07-12,0
3500-03D,2014-07-13,0
3500-03D,2014-07-14,0
3500-03D,2014-07-15,0
3500-03D,2014-07-16,0
3500-03D,2014-07-17,0
3500-03D,2014-07-18,0
3500-03D,2014-07-19,0
3500-03D,2014-07-20,0
3500-03D,2014-07-21,0
3500-03D,2014-07-22,0
3500-03D,2014-07-23,0
3500-03D,2014-07-24,0
3500-03D,2014-07-25,0
3500-03D,2014-07-26,0
3500-03D,2014-07-27,0
3500-03D,2014-07-28,0
3500-03D,2014-07-29,0
3500-03D,2014-07-30,0
3500-03D,2014-07-31,0
3530-01D,2014-07-01,0
3530-01D,2014-07-02,0
3530-01D,2014-07-03,0
3530-01D,2014-07-04,0
3530-01D,2014-07-05,0
3530-01D,2014-07-06,0
3530-01D,2014-07-07,0
3530-01D,2014-07-08,0
3530-01D,2014-07-09,0
3530-01D,2014-07-10,0
3530-01D,2014-07-11,0
3530-01D,2014-07-12,0
3530-01D,2014-07-13,0
3530-01D,2014-07-14,0
3530-01D,2014-07-15,0
3530-01D,2014-07-16,0
3530-01D,2014-07-17,0
3530-01D,2014-07-18,0
3530-01D,2014-07-19,0
3530-01D,2014-07-20,0
3530-01D,2014-07-21,0
3530-01D,2014-07-22,0
3530-01D,2014-07-23,0
3530-01D,2014-07-24,0
3530-01D,2014-07-25,0
3530-01D,2014-07-26,0
3530-01D,2014-07-27,0
3530-01D,2014-07-28,0
3530-01D,2014-07-29,0
3530-01D,2014-07-30,0
3530-01D,2014-07-31,0
3540-02D,2014-07-01,0
3540-02D,2014-07-02,0
3540-02D,2014-07-03,0
3540-02D,2014-07-04,0
3540-02D,2014-07-05,0
3540-02D,2014-07-06,0
3540-02D,2014-07-07,0
3540-02D,2014-07-08,0
3540-02D,2014-07-09,0
3540-02D,2014-07-10,0
3540-02D,2014-07-11,0
3540-02D,2014-07-12,0
3540-02D,2014-07-13,0
3540-02D,2014-07-14,0
3540-02D,2014-07-15,0
3540-02D,2014-07-16,0
3540-02D,2014-07-17,0
3540-02D,2014-07-18,0
3540-02D,2014-07-19,0
3540-02D,2014-07-20,0
3540-02D,2014-07-21,0
3540-02D,2014-07-22,0
3540-02D,2014-07-23,0
3540-02D,2014-07-24,0
3540-02D,2014-07-25,0
3540-02D,2014-07-26,0
3540-02D,2014-07-27,0
3540-02D,2014-07-28,0
3540-02D,2014-07-29,0
3540-02D,2014-07-30,0
3540-02D,2014-07-31,0
3560-01D,2014-07-01,0
3560-01D,2014-07-02,0
3560-01D,2014-07-03,0
3560-01D,2014-07-04,0
3560-01D,2014-07-05,0
3560-01D,2014-07-06,0
3560-01D,2014-07-07,0
3560-01D,2014-07-08,0
3560-01D,2014-07-09,0
3560-01D,2014-07-10,0
3560-01D,2014-07-11,0
3560-01D,2014-07-12,0
3560-01D,2014-07-13,0
3560-01D,2014-07-14,0
3560-01D,2014-07-15,0
3560-01D,2014-07-16,0
3560-01D,2014-07-17,0
3560-01D,2014-07-18,0
3560-01D,2014-07-19,0
3560-01D,2014-07-20,0
3560-01D,2014-07-21,0
3560-01D,2014-07-22,0
3560-01D,2014-07-23,0
3560-01D,2014-07-24,0
3560-01D,2014-07-25,0
3560-01D,2014-07-26,0
3560-01D,2014-07-27,0
3560-01D,2014-07-28,0
3560-01D,2014-07-29,0
3560-01D,2014-07-30,0
3560-01D,2014-07-31,0
3580-01D,2014-07-01,0
3580-01D,2014-07-02,0
3580-01D,2014-07-03,0
3580-01D,2014-07-04,0
3580-01D,2014-07-05,0
3580-01D,2014-07-06,0
3580-01D,2014-07-07,0
3580-01D,2014-07-08,0
3580-01D,2014-07-09,0
3580-01D,2014-07-10,0
3580-01D,2014-07-11,0
3580-01D,2014-07-12,0
3580-01D,2014-07-13,0
3580-01D,2014-07-14,0
3580-01D,2014-07-15,0
3580-01D,2014-07-16,0
3580-01D,2014-07-17,0
3580-01D,2014-07-18,0
3580-01D,2014-07-19,0
3580-01D,2014-07-20,0
3580-01D,2014-07-21,0
3580-01D,2014-07-22,0
3580-01D,2014-07-23,0
3580-01D,2014-07-24,0
3580-01D,2014-07-25,0
3580-01D,2014-07-26,0
3580-01D,2014-07-27,0
3580-01D,2014-07-28,0
3580-01D,2014-07-29,0
3580-01D,2014-07-30,0
3580-01D,2014-07-31,0
3750-01D,2014-07-01,0
3750-01D,2014-07-02,0
3750-01D,2014-07-03,0
3750-01D,2014-07-04,0
3750-01D,2014-07-05,0
3750-01D,2014-07-06,0
3750-01D,2014-07-07,0
3750-01D,2014-07-08,1
3750-01D,2014-07-09,1
3750-01D,2014-07-10,0
3750-01D,2014-07-11,0
3750-01D,2014-07-12,0
3750-01D,2014-07-13,0
3750-01D,2014-07-14,0
3750-01D,2014-07-15,0
3750-01D,2014-07-16,0
3750-01D,2014-07-17,0
3750-01D,2014-07-18,0
3750-01D,2014-07-19,0
3750-01D,2014-07-20,0
3750-01D,2014-07-21,0
3750-01D,2014-07-22,0
3750-01D,2014-07-23,0
3750-01D,2014-07-24,0
3750-01D,2014-07-25,0
3750-01D,2014-07-26,0
3750-01D,2014-07-27,0
3750-01D,2014-07-28,1
3750-01D,2014-07-29,0
3750-01D,2014-07-30,0
3750-01D,2014-07-31,1
3762-01D,2014-07-01,0
3762-01D,2014-07-02,0
3762-01D,2014-07-03,0
3762-01D,2014-07-04,0
3762-01D,2014-07-05,0
3762-01D,2014-07-06,0
3762-01D,2014-07-07,0
3762-01D,2014-07-08,0
3762-01D,2014-07-09,0
3762-01D,2014-07-10,0
3762-01D,2014-07-11,0
3762-01D,2014-07-12,0
3762-01D,2014-07-13,0
3762-01D,2014-07-14,0
3762-01D,2014-07-15,0
3762-01D,2014-07-16,0
3762-01D,2014-07-17,0
3762-01D,2014-07-18,0
3762-01D,2014-07-19,0
3762-01D,2014-07-20,0
3762-01D,2014-07-21,0
3762-01D,2014-07-22,0
3762-01D,2014-07-23,0
3762-01D,2014-07-24,0
3762-01D,2014-07-25,0
3762-01D,2014-07-26,0
3762-01D,2014-07-27,0
3762-01D,2014-07-28,0
3762-01D,2014-07-29,0
3762-01D,2014-07-30,0
3762-01D,2014-07-31,0
3765-01D,2014-07-01,0
3765-01D,2014-07-02,0
3765-01D,2014-07-03,0
3765-01D,2014-07-04,0
3765-01D,2014-07-05,0
3765-01D,2014-07-06,0
3765-01D,2014-07-07,1
3765-01D,2014-07-08,1
3765-01D,2014-07-09,0
3765-01D,2014-07-10,0
3765-01D,2014-07-11,0
3765-01D,2014-07-12,0
3765-01D,2014-07-13,1
3765-01D,2014-07-14,0
3765-01D,2014-07-15,0
3765-01D,2014-07-16,0
3765-01D,2014-07-17,0
3765-01D,2014-07-18,0
3765-01D,2014-07-19,0
3765-01D,2014-07-20,0
3765-01D,2014-07-21,0
3765-01D,2014-07-22,0
3765-01D,2014-07-23,1
3765-01D,2014-07-24,0
3765-01D,2014-07-25,0
3765-01D,2014-07-26,0
3765-01D,2014-07-27,1
3765-01D,2014-07-28,0
3765-01D,2014-07-29,0
3765-01D,2014-07-30,0
3765-01D,2014-07-31,1
3767-01D,2014-07-01,0
3767-01D,2014-07-02,0
3767-01D,2014-07-03,0
3767-01D,2014-07-04,0
3767-01D,2014-07-05,0
3767-01D,2014-07-06,0
3767-01D,2014-07-07,0
3767-01D,2014-07-08,0
3767-01D,2014-07-09,0
3767-01D,2014-07-10,0
3767-01D,2014-07-11,0
3767-01D,2014-07-12,0
3767-01D,2014-07-13,0
3767-01D,2014-07-14,0
3767-01D,2014-07-15,0
3767-01D,2014-07-16,0
3767-01D,2014-07-17,0
3767-01D,2014-07-18,0
3767-01D,2014-07-19,0
3767-01D,2014-07-20,0
3767-01D,2014-07-21,0
3767-01D,2014-07-22,0
3767-01D,2014-07-23,0
3767-01D,2014-07-24,0
3767-01D,2014-07-25,0
3767-01D,2014-07-26,0
3767-01D,2014-07-27,0
3767-01D,2014-07-28,0
3767-01D,2014-07-29,0
3767-01D,2014-07-30,0
3767-01D,2014-07-31,0
3768-01D,2014-07-01,0
3768-01D,2014-07-02,0
3768-01D,2014-07-03,0
3768-01D,2014-07-04,0
3768-01D,2014-07-05,0
3768-01D,2014-07-06,0
3768-01D,2014-07-07,0
3768-01D,2014-07-08,0
3768-01D,2014-07-09,0
3768-01D,2014-07-10,0
3768-01D,2014-07-11,0
3768-01D,2014-07-12,0
3768-01D,2014-07-13,0
3768-01D,2014-07-14,0
3768-01D,2014-07-15,0
3768-01D,2014-07-16,0
3768-01D,2014-07-17,0
3768-01D,2014-07-18,0
3768-01D,2014-07-19,0
3768-01D,2014-07-20,0
3768-01D,2014-07-21,0
3768-01D,2014-07-22,0
3768-01D,2014-07-23,0
3768-01D,2014-07-24,0
3768-01D,2014-07-25,0
3768-01D,2014-07-26,0
3768-01D,2014-07-27,0
3768-01D,2014-07-28,0
3768-01D,2014-07-29,0
3768-01D,2014-07-30,0
3768-01D,2014-07-31,0
3780-01D,2014-07-01,0
3780-01D,2014-07-02,0
3780-01D,2014-07-03,0
3780-01D,2014-07-04,0
3780-01D,2014-07-05,0
3780-01D,2014-07-06,0
3780-01D,2014-07-07,0
3780-01D,2014-07-08,0
3780-01D,2014-07-09,0
3780-01D,2014-07-10,0
3780-01D,2014-07-11,0
3780-01D,2014-07-12,0
3780-01D,2014-07-13,0
3780-01D,2014-07-14,0
3780-01D,2014-07-15,0
3780-01D,2014-07-16,0
3780-01D,2014-07-17,0
3780-01D,2014-07-18,0
3780-01D,2014-07-19,0
3780-01D,2014-07-20,0
3780-01D,2014-07-21,0
3780-01D,2014-07-22,0
3780-01D,2014-07-23,0
3780-01D,2014-07-24,0
3780-01D,2014-07-25,0
3780-01D,2014-07-26,0
3780-01D,2014-07-27,0
3780-01D,2014-07-28,0
3780-01D,2014-07-29,0
3780-01D,2014-07-30,0
3780-01D,2014-07-31,0
3781-01D,2014-07-01,0
3781-01D,2014-07-02,0
3781-01D,2014-07-03,0
3781-01D,2014-07-04,0
3781-01D,2014-07-05,0
3781-01D,2014-07-06,0
3781-01D,2014-07-07,0
3781-01D,2014-07-08,0
3781-01D,2014-07-09,0
3781-01D,2014-07-10,0
3781-01D,2014-07-11,0
3781-01D,2014-07-12,0
3781-01D,2014-07-13,0
3781-01D,2014-07-14,0
3781-01D,2014-07-15,0
3781-01D,2014-07-16,0
3781-01D,2014-07-17,0
3781-01D,2014-07-18,0
3781-01D,2014-07-19,0
3781-01D,2014-07-20,0
3781-01D,2014-07-21,0
3781-01D,2014-07-22,0
3781-01D,2014-07-23,0
3781-01D,2014-07-24,0
3781-01D,2014-07-25,0
3781-01D,2014-07-26,0
3781-01D,2014-07-27,0
3781-01D,2014-07-28,0
3781-01D,2014-07-29,0
3781-01D,2014-07-30,0
3781-01D,2014-07-31,0
3782-01D,2014-07-01,0
3782-01D,2014-07-02,0
3782-01D,2014-07-03,0
3782-01D,2014-07-04,0
3782-01D,2014-07-05,0
3782-01D,2014-07-06,0
3782-01D,2014-07-07,0
3782-01D,2014-07-08,0
3782-01D,2014-07-09,0
3782-01D,2014-07-10,0
3782-01D,2014-07-11,0
3782-01D,2014-07-12,0
3782-01D,2014-07-13,0
3782-01D,2014-07-14,0
3782-01D,2014-07-15,0
3782-01D,2014-07-16,0
3782-01D,2014-07-17,0
3782-01D,2014-07-18,0
3782-01D,2014-07-19,0
3782-01D,2014-07-20,0
3782-01D,2014-07-21,0
3782-01D,2014-07-22,0
3782-01D,2014-07-23,0
3782-01D,2014-07-24,0
3782-01D,2014-07-25,0
3782-01D,2014-07-26,0
3782-01D,2014-07-27,0
3782-01D,2014-07-28,0
3782-01D,2014-07-29,0
3782-01D,2014-07-30,0
3782-01D,2014-07-31,0
3790-02D,2014-07-01,0
3790-02D,2014-07-02,0
3790-02D,2014-07-03,0
3790-02D,2014-07-04,0
3790-02D,2014-07-05,0
3790-02D,2014-07-06,0
3790-02D,2014-07-07,0
3790-02D,2014-07-08,0
3790-02D,2014-07-09,0
3790-02D,2014-07-10,0
3790-02D,2014-07-11,0
3790-02D,2014-07-12,0
3790-02D,2014-07-13,0
3790-02D,2014-07-14,0
3790-02D,2014-07-15,0
3790-02D,2014-07-16,0
3790-02D,2014-07-17,0
3790-02D,2014-07-18,0
3790-02D,2014-07-19,0
3790-02D,2014-07-20,0
3790-02D,2014-07-21,0
3790-02D,2014-07-22,0
3790-02D,2014-07-23,0
3790-02D,2014-07-24,0
3790-02D,2014-07-25,0
3790-02D,2014-07-26,0
3790-02D,2014-07-27,0
3790-02D,2014-07-28,0
3790-02D,2014-07-29,0
3790-02D,2014-07-30,0
3790-02D,2014-07-31,0
4230-01D,2014-07-01,0
4230-01D,2014-07-02,0
4230-01D,2014-07-03,0
4230-01D,2014-07-04,0
4230-01D,2014-07-05,0
4230-01D,2014-07-06,0
4230-01D,2014-07-07,0
4230-01D,2014-07-08,0
4230-01D,2014-07-09,0
4230-01D,2014-07-10,0
4230-01D,2014-07-11,0
4230-01D,2014-07-12,0
4230-01D,2014-07-13,0
4230-01D,2014-07-14,0
4230-01D,2014-07-15,0
4230-01D,2014-07-16,0
4230-01D,2014-07-17,0
4230-01D,2014-07-18,0
4230-01D,2014-07-19,0
4230-01D,2014-07-20,0
4230-01D,2014-07-21,0
4230-01D,2014-07-22,0
4230-01D,2014-07-23,0
4230-01D,2014-07-24,0
4230-01D,2014-07-25,0
4230-01D,2014-07-26,0
4230-01D,2014-07-27,0
4230-01D,2014-07-28,0
4230-01D,2014-07-29,0
4230-01D,2014-07-30,0
4230-01D,2014-07-31,0
4230-03D,2014-07-01,0
4230-03D,2014-07-02,0
4230-03D,2014-07-03,0
4230-03D,2014-07-04,0
4230-03D,2014-07-05,0
4230-03D,2014-07-06,0
4230-03D,2014-07-07,0
4230-03D,2014-07-08,0
4230-03D,2014-07-09,0
4230-03D,2014-07-10,0
4230-03D,2014-07-11,0
4230-03D,2014-07-12,0
4230-03D,2014-07-13,0
4230-03D,2014-07-14,0
4230-03D,2014-07-15,0
4230-03D,2014-07-16,0
4230-03D,2014-07-17,0
4230-03D,2014-07-18,0
4230-03D,2014-07-19,0
4230-03D,2014-07-20,0
4230-03D,2014-07-21,0
4230-03D,2014-07-22,0
4230-03D,2014-07-23,0
4230-03D,2014-07-24,0
4230-03D,2014-07-25,0
4230-03D,2014-07-26,0
4230-03D,2014-07-27,0
4230-03D,2014-07-28,0
4230-03D,2014-07-29,0
4230-03D,2014-07-30,0
4230-03D,2014-07-31,0
4230-05D,2014-07-01,0
4230-05D,2014-07-02,0
4230-05D,2014-07-03,0
4230-05D,2014-07-04,0
4230-05D,2014-07-05,0
4230-05D,2014-07-06,0
4230-05D,2014-07-07,0
4230-05D,2014-07-08,0
4230-05D,2014-07-09,0
4230-05D,2014-07-10,0
4230-05D,2014-07-11,0
4230-05D,2014-07-12,0
4230-05D,2014-07-13,0
4230-05D,2014-07-14,0
4230-05D,2014-07-15,0
4230-05D,2014-07-16,0
4230-05D,2014-07-17,0
4230-05D,2014-07-18,0
4230-05D,2014-07-19,0
4230-05D,2014-07-20,0
4230-05D,2014-07-21,0
4230-05D,2014-07-22,0
4230-05D,2014-07-23,0
4230-05D,2014-07-24,0
